Game States,Optimal Moves
xobbxbbbo,o3
bbboxbxbo,o3
bxoobooxx,x5
bbbbbbobb,x5
xboobboxb,x5
oboxxbbxo,o2
obxxboxbo,o5
bbbbbobbx,o5
bobobxbxo,x5
bobbbbbbb,x5
bbbbbbbbb,o5
bbxbbbbob,o5
xoooxxoxb,o9
bxbbbbobb,o5
xoboxxoob,x9
bbbbobbbx,o1
ooxbooxbx,x4
bobbbxobx,o3
bbbbboobx,x5
boxbbobbx,o5
bxoxboobb,x9
xobbxoobb,x9
bbbbbbobb,x5
oobbbxxob,x3
bbbbbbbbo,x5
bobxbbbob,x5
bbbbxboob,x9
xooooxbxx,o7
ooxbxxbob,o4
obbbbbxbb,o5
bbbbbbbbb,o5
oxxbbbboo,x7
xbboxxobo,o8
bxboxoxoo,x3
boxobxbbb,o9
ooxxoboxb,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
xoxoboxbb,o5
bxxbobbob,o1
bbbbbobbb,x5
obxxobobb,x9
bxoxbobob,x9
xbxxoboob,o2
boboxoxox,x1
bbbbxobbb,o1
boobbxbbx,o1
bbbbbbbbb,o5
xoobbbxbb,o4
oxbxbobxo,o5
bxbobxbob,o5
xoxobbbox,o5
oboxxobox,x2
xoobxxoob,x4
bobbbbxbb,o5
oxboxbxoo,x3
boobbbbxb,x1
xoooxxbbb,o9
bbxobooxx,o5
bbbbbbbbo,x5
ooboxbbxx,o3
obbxbbxoo,x5
xoxbboxob,o4
bbbbbbbbb,o5
obbooxbbx,x7
xoboboxbb,x5
xxoxbooox,o5
bbbbbbbbb,o5
bobobxbbb,x5
xbbbobbbb,o3
bxbboooxb,x4
bbbbbbbob,x5
bbbbbbobb,x5
xbbbbbobb,o5
bbbbbbbbb,o5
xboooxbbx,o7
bbbbbbbbb,o5
bbbbbbbbb,o5
xboooxxox,o2
xbobobbbb,x7
bbxbbboox,o6
bobbbobxb,x5
bbbbbbbbb,o5
bobbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bxoobxbbo,x5
xxoobxoxo,o5
bxbobbobx,o1
bbxoxbbob,o7
xooxxbobo,x6
xbbooxoxb,o3
xbbbbobxo,o3
obbbxxbob,o4
oxbbboxbb,o5
bbbbbxbob,o5
bxoobobbx,x5
obbbbbbbb,x5
bobboxbbb,x8
bbbbobxbb,o1
bbbbbbbbb,o5
bbboobbxb,x6
obxbobbbx,o6
oxbobxbbo,x7
boxbxboob,x9
bobxobbbx,o8
bobbbbbbb,x5
xxbbbboob,o3
oxbboxbbb,o9
xxboobxoo,x3
bbbobxbbb,o5
bbbbbbbbb,o5
oxoxoxbox,o7
bbbbbobxb,o5
bbbxbbxoo,o1
bobbbbbbx,o5
bbbbbbbbb,o5
bbboxbxbo,o3
bbxbbbobb,o5
obbbbbbbb,x5
xoobxobbb,x9
obbooxbxx,o7
obobboxxb,x2
ooxxbxbbo,o5
xbbboboxb,o3
bbbxbobob,x5
xobxoobbb,x7
bbboboxxb,o5
xobobbobx,x5
xbbobbbbb,o5
xbobbbbbb,o5
bbxbobbbb,o1
oboxxooxx,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
xxboobxob,o3
obxbbbbob,x5
bxxxoobob,o1
bxobbbobb,x5
boxxobbbo,x8
bbbbbbbbo,x5
obooxoxbx,x2
bbobbbbbb,x5
bobxobbbb,x8
obxobxbbb,o7
bobbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxoxbbxbo,o6
bbbbbbbbb,o5
boxoxboxo,x1
boxoxobxb,o7
boxobboxb,x1
bbboobbxx,o6
xbobobbbb,x7
bobbbxbbo,x5
bbobbbbbb,x5
xobobbbbb,x5
oxbbbxobb,o4
bobbbbbbx,o5
bbbbxobob,x1
bobbbbbbx,o5
obbbbbbbb,x5
bbbbbboxb,o5
bbbobbbxb,o5
bobbbbbbb,x5
oxxxooobx,o8
xobbxbobb,o9
boooxxxox,o1
bbbbbbbbb,o5
bbbxbbboo,x7
bobboxoxx,o3
bxoooxxxo,o1
bobooxbxb,x1
obboxxbob,x7
bbobxboox,x1
bobxxobob,x1
obobxbbxb,o2
oxoxxbxoo,o6
bbbbbbbbb,o5
obxbxboxo,o4
bbbbbbbbb,o5
xoxoxooxb,o9
bbbbbobbx,o5
bbbbbbobx,o5
obbxobbox,x2
ooxbbbbbb,x5
bbbbbbbbb,o5
bbbbbbobx,o5
bbbbbbbbb,o5
bbxbooxbb,o4
xbbbbbobb,o5
ooxxxbobb,o6
xobbobxbo,x4
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbbbb,o5
obbboobxx,x4
bxbbbobbb,o5
xbooobbbx,x6
bbbbbbobb,x5
bbobobxbb,x1
bobbbbbxo,x5
bbxbbbobo,x8
bxbbbbbbo,o5
xoxobooxb,x5
bbbbbbobb,x5
obxbxooxo,x4
bbbbbobbb,x5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbobb,x5
xbbbobbbo,x3
bxbooxbbb,o1
bobxbboox,x5
bobbxbbbb,o1
xoxbbooox,x5
bbxbbbbob,o5
bbbbbbbbb,o5
bbbbbxbob,o5
oxxbbobbb,o5
bxbobobbb,x5
oxxbbbbbo,o5
boxboobxx,o4
bbbbbbbbb,o5
obxxoxbob,o2
bobxbooxx,o5
oxobobbxx,o7
obbbbbbbb,x5
bbobxbbob,x1
bxobobbbb,x7
bboxbbbox,o5
obobbxxbo,x2
oxbbxoobb,x4
oxboxbxoo,x3
xooobxoxx,o5
xoxoboxox,o5
obboxxxob,o3
bbbbbbbbb,o5
obbbxoobx,x4
bbxxoooxo,x1
bbbbbbbbb,o5
oobxbobbx,x3
bbbobbbbb,x5
bbbbbbbbo,x5
bbobbbbbb,x5
xbbbbbobb,o5
bobbbbbbx,o5
obxbbbbbo,x5
bbbbbbbbo,x5
bobbxbobb,x1
xoooxbbxo,x6
bbbbbbbbb,o5
oxxoboxxo,o5
oxobbxxob,o5
xxbxooboo,x3
bbbbbbbbb,o5
bxbbbobbb,o5
obxboobbx,x4
obxoxbbxo,o7
bbxboobxb,o4
bbbbbbbbb,o5
oobxbboxb,x3
bbbobbbbb,x5
obxbooxbb,x4
xoooboxxb,x5
bboobbbxb,x5
bbbbbbobb,x5
oobbxbbbb,x3
xbbbobbxo,o3
bbbbbbbbb,o5
bbbbbbbbb,o5
xxoxxooob,o9
bbbbbobxb,o5
oxxobbxob,o5
bbbobbbbb,x5
bboxooxox,x1
bbbbbbbbb,o5
boxxooxbb,o1
bbbbbobbb,x5
bbobbbbbb,x5
bbbbobbxb,o1
xoooxxxob,o9
xobooxbbb,x8
oobbboxbx,x3
obxbooxbx,o4
bxoxxbboo,o6
bbbbbbbbb,o5
bbobboxxb,o9
obbbxxboo,x4
boxbbbxoo,x5
bbxobbbxo,o5
bxbbbbbob,o5
bbbbbbbbb,o5
bbxbobxob,o2
xbxbooxob,o2
bxbbbobbb,o5
boxobbbox,x5
oxbbbboox,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
oobxxbbox,o3
oobxbboxb,x3
bobxbbbox,o5
boboboxbx,x5
bbbobxbbb,o5
oboxbxbbb,o2
oboxbxbxo,o2
bbbbbbxbo,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xxoobbbob,x5
bbxboxbbo,o1
obxobbbxb,o7
bxxxbooob,o1
oxbboboxb,x4
oxoxboxob,x9
bbbbobbbb,x1
bbbbbobbb,x5
bbbxobbxo,o1
bbooxxbbb,o1
obbobbxxb,o9
bbbbxboob,x9
booboxbxx,o1
bbobbbxbb,o5
obxbbbbxo,o5
bbbobbbbb,x5
bbboobbxb,x6
oxbbbxobb,o4
oxoxxbxoo,o6
xoxobbxoo,x5
bbobbxoxb,o5
boxobxbbb,o9
oxoobbxbx,o8
xobobbbbb,x5
bbbobbbbb,x5
boxbbxbbo,o5
oobbbxxox,o3
bbobbbbbx,o5
xoxxxoboo,o7
bbboxxbob,o1
booxxobbb,x1
obbbbxbbb,o5
xoxoboxxo,o5
ooxxboxxo,o5
bbobbbbbb,x5
xbooxxobo,x8
bbbbbbbbb,o5
obbobxxxo,o5
bbbbbbobb,x5
bbbbbbobb,x5
bbbxobbbb,o1
xbbobxoxo,o5
bxooobxxo,x6
bbobbbbbb,x5
bbbbbbbbb,o5
bobbbbbbb,x5
booxboxox,x1
bxxboobob,x1
xoobbbbbb,x5
bxobbboxb,o5
bbbobobxb,x5
bbbbbbbbb,o5
xobbbxbbo,o5
bbbbbbbbb,o5
bxbbobobx,o3
obbbbbbbx,o5
xobxobbbb,o7
obbxbbbbb,o5
bbbbbbbbb,o5
oxbbbbxoo,x5
bbbbbxboo,x7
xoxbbobbb,o5
ooxobbxox,x5
xbbbobxob,o4
bbbbbxbbo,o5
bobbbbxob,x5
bbbobobxb,x5
xbbbbbobb,o5
bbboxoxob,x3
bbbbbobbb,x5
bbbbbbbbb,o5
xobbboxbb,o4
xooxoobxx,o7
bxbbobxob,o1
bbbbbbbbb,o5
bbbbooxbb,x4
oxbbbbbbo,x5
ooxobxxxo,o5
xooooxbxx,o7
bxobbbxoo,x6
oobxobxbx,o3
bxbxboobo,x8
xbbxoobbb,o7
bxbxbobbo,o3
xbxbbbboo,o2
bxxbbbboo,o1
xbxobbxoo,o2
bbbbbbbob,x5
xobbbbbbb,o5
bbbbbbbbb,o5
obbbboxbb,x5
bbbbbbbbb,o5
xbbbbbobb,o5
xboobbbbb,x5
oboxbxoxo,x2
bbbbbbbbb,o5
xobooxbbb,x8
bbxbbbboo,x7
oxbbboobx,x4
obbbbbbbx,o5
bbxbbbbbo,o5
obxbboobx,x4
bbboxxboo,x7
obobbbbxb,x2
bbxbbobbb,o5
bbbbbbbbb,o5
bbbbxbbob,o1
bbbobxxob,o5
bbbboboxx,o3
bbbxboxoo,x1
bbbbbbbbb,o5
xoobbxobx,o5
bbbobbbbb,x5
xbobbbobb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
xxboobbob,x3
bbxxboobb,o5
bbxbbbbbo,o5
obbboxbbb,x9
bbbobobbx,x5
bxobbbbbb,o5
bxobbbbob,x5
bbbbbbobx,o5
ooxoxobbx,x7
ooxbboxox,x5
bxoooxxxo,o1
bbbbobbxb,o1
xoxboxoxo,o4
oxbobbbbx,o7
bbbobbbbb,x5
oobxobbxb,x3
bbbbbbbbb,o5
boobbbbbx,x1
bbobbbbbb,x5
bbbbobbbb,x1
bxoobbbbb,x5
bbbbbbbob,x5
oobxbbxox,o3
bobooxbxx,o7
bbbbbbbbb,o5
oobooxbxx,x3
bxbxxoboo,o7
bbbbbbbbb,o5
bbxooboxb,x6
bbbbbbxob,o5
bxbobxboo,x7
bbbbbbbbb,o5
xboxoobbb,x7
xooooxbxb,x7
oxoboxxox,o4
bbxbbbbob,o5
booxxobxb,o1
bbbbbobbb,x5
oxxbobobx,o4
xbbbbbbob,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbboxbxo,o1
bbbbobbbx,o1
bbbobbxxo,o5
bxobbooxx,o5
obbbbbbbb,x5
bbbbobxbb,o1
bbbobxbbb,o5
oxxoobxox,o6
bbbobxbbb,o5
obbboxbbx,o3
bbobbboxx,o5
bbbobbbbb,x5
bbobbbbbb,x5
xbboxbobb,o9
bbbbobbbb,x1
bbboxooxx,o1
bobboobxx,x4
obooxbxox,x2
bbbbbboxb,o5
xooxbxobo,x5
bbbbxobbb,o1
xbbbbbbbo,o5
bxbxoobbb,o1
oobbxbxox,o3
bbxobbbbb,o5
bbbxobbob,x2
bbbbbbbbb,o5
booxbbbbb,x1
oxoxxoobx,o8
obbboxxox,o2
ooxbobbxb,x9
booxxoxox,o1
bbbbxbbbo,o1
xobbxbobb,o9
obxxbooox,x5
obbbbbbbb,x5
bbxoxbbob,o7
xboxbobbb,o7
obobbbxxb,o2
bbbbbbbob,x5
bbobbbbxb,o5
bbboobbxb,x6
xoobbxbxo,o5
bbboobbxb,x6
bobbbxbxo,o5
bxxoxoboo,x1
bbbbbbbbb,o5
bbbobbbbb,x5
xooxxboxo,o6
bxbboxbob,o1
obxbbobbx,o5
xxoobbxoo,x6
bbbbobbbx,o1
bbbbbxbbo,o5
bxoobxxoo,x5
xxbobbboo,x3
xobxoooxb,x3
bboxobbxb,o7
boobxxxbo,o1
bobbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbobbbbb,x5
bxbxbooob,x9
bbbooxoxb,x1
xboxoobbx,o7
xbbbxbobo,o8
xxbobobbb,o3
bobbboxox,x5
bbbbbbbbb,o5
bbxboboxb,o1
oxoxbxbbo,o5
xoooxboxb,x9
bbobbxbbo,x5
bbxbobbbb,o1
bbbbbbbbb,o5
bbbxobbbb,o1
oxobxoobx,x4
bbbbbbbbb,o5
boxbbbbbb,o5
oxbxxobbo,o8
bbboxbbbo,x1
xobbbbbbb,o5
bbbbbobbb,x5
obxobxbbb,o7
oxbbobbox,x3
xxboboxob,o3
bbbbbobbb,x5
bbbobbbxo,x5
oobxbbxob,x3
obbboxbox,x2
bbbbbbbob,x5
bbbbbbbob,x5
xbbboobbb,x4
xbboobobx,x6
bbxbbxoob,o9
xxobboobb,x9
bbbbobbbb,x1
bbbooxbbb,x1
obxbbxobo,x8
bobbxbbbb,o1
bobbbbbbb,x5
xbobxbobb,o9
bobbbbbbb,x5
bobxbbbbb,o5
bbbbxbobb,o1
xbbxbbboo,o7
oxbbxobbo,x8
obobbxoxb,x2
oxobxbobb,x4
oxxxxooob,o9
oxbxbooox,x5
bxxoboobb,x1
xbbbobbbb,o3
bxbbbbobb,o5
bxxoobobx,o1
xxoxobboo,x7
bboboxbxo,x1
bbobbobbx,x5
xoboxobbb,x9
xbbbooxob,x4
xobxbobox,o7
bxbbbbbbo,o5
bboobxbbb,x5
xboxobbxo,o7
obbxobxbb,o9
bxbobbbxo,o5
xbbbbobbb,o5
bobbbbbbb,x5
bbbbbbbbb,o5
bboooxbxx,o7
bboxxbxoo,o6
bbxboxbbo,o1
obbbbbbbb,x5
bobxoboxx,o3
bxbbbbbbo,o5
xbbbbboob,x9
obbbbbxob,x5
bbxboobbx,o4
bbxbbbobb,o5
xxobbboxo,o5
oobbbbxbx,o3
booxxbxoo,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
ooxxxbbbo,o6
bbbbxbbbo,o1
bbbbbbbbb,o5
boooxbbxx,o1
bxxxooobb,o1
xoooboxbx,x5
bbbbbbbbb,o5
bobobbxbb,x5
obbxbbbbb,o5
boboxxbbo,x1
bbbbbxobb,o5
oboboxxxb,o2
obbbbxbob,x5
bbbbbbbbb,o5
bxbooxbbo,x1
boobbxbbb,x1
oxxxbooxo,o5
bobbbbbbb,x5
boxooxbxb,o9
bobbbbbbx,o5
xoooxxbxo,o7
xobxbboox,o5
xbxboboxo,o2
bbobbbbox,x5
xbbobxbbo,o5
bbbbbbobb,x5
bbbbbbxob,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbob,x5
bxoxbbbbo,o6
bbbbxbobb,o1
xbxobboox,o2
boxbbbxbo,o5
bxxxoooob,x1
bxxbbooxo,o1
boxoboxxo,x5
xxoooxbob,x7
xbbbbobbo,x3
bboobboxx,x1
bbbbbbobb,x5
bxbbbbbob,o5
xoobbxxoo,x4
xbbboxobo,x8
bbbbbbbbb,o5
xbobbbbob,x5
bbbbbbbbb,o5
bbboobbbx,x6
obbbbbxbb,o5
obbxoxbox,o2
bbbobbxox,o5
bbbbbbbbo,x5
bobbbbbbb,x5
xbobbbbbb,o5
bbbbbbbbb,o5
bbxobxbob,o9
obbxobxob,x2
bbbbbbbbb,o5
bbooxbxob,x1
obboxbbxb,o7
xobxbboox,o5
bbboboxxb,o5
bbbobobxb,x5
bxoxbxoob,o5
bboobxbbx,o5
bbbbbobbb,x5
obxxbooxb,o5
bbbbbbobb,x5
oxxbbooxb,o4
bbobbbxox,o5
bxobobbbb,x7
bxxoobbob,x1
xobooxxbo,x8
bbbbbbobb,x5
bbbbbbbbb,o5
oobxobbbx,x3
bxbxbooox,o5
oobxbbobx,x3
bxbbxobob,o1
xbbobxbob,o5
boxxoooxb,x1
bbbbbbbbb,o5
xoxbbboxo,o5
bbboobxbb,x6
obxxxooox,o2
bbbbbbobb,x5
bbbbbbbbb,o5
bbbobbbbb,x5
xoobobbbx,x8
bbbbbbbob,x5
bbbobbbbx,o5
bbooxoxbb,x9
bxbbbbbob,o5
bxbbbbobb,o5
bbbbbbobb,x5
oobbxxobx,o3
xobxoxobo,x8
bbbbbbbbb,o5
ooxxbbbob,x5
xoobbxobx,o5
bbxbbbbob,o5
xoxoxbboo,x7
bbbxobbbb,o1
bbbxbobxo,o3
obxxbooox,x5
bbbbbxoxo,o5
xoxbbobxo,o5
oboxbxoox,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bxobbbbob,x5
bbbbbbbbb,o5
bobbxobbx,o1
bbbobbbbx,o5
xobxoooxx,o3
ooxbbxobb,x4
bxbbbobbo,x3
bbbbbbbbb,o5
xoooxbxxo,o6
bbxbbbobb,o5
oobbbxxbb,o3
bbbxbbobb,o5
xboobbxob,x5
bbbbbbbbb,o5
bbbbxbbbo,o1
ooboxbxbx,o3
xbbbobbbb,o3
oxbxxooox,o3
obxxbobob,x5
obbbbbbbb,x5
bbbbbbbbb,o5
bxbbbboxo,o5
bbobbxbob,x5
xoboxobbb,x9
oxxobobox,x5
bbxbbbobb,o5
xbobbobbb,x9
xxobxooob,x9
bbbxbbbob,o5
bbxxxooob,o9
xbbobboxb,o5
oxxobobxo,x5
boooxxoxx,o1
bbbbbbbbb,o5
xbobbooxb,x9
boxbooxbx,o4
oboxxooxx,o2
bxobbobxb,o5
bxoxbbboo,x7
bbobxbbbb,o1
obobxxbob,x2
obobxxobx,o2
obbbbbbbb,x5
oxobbxoxo,x4
oxobbbxxo,o5
bbobobbbx,x7
oxbobbbbb,x7
bbbobxbox,o3
bbobxobbb,x9
bbbxbbbob,o5
bbobbobxb,x9
bbbbbbbbb,o5
xbobxbbob,o9
bxoxobbbo,x6
xobbbxbbo,o5
boxoxxoxo,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxoobbbb,x6
bxoobxxoo,x5
bbbbbbbbb,o5
xoxoxboxo,o6
bxoboxbbb,o7
bbxobboxb,o1
bbooxxbob,x1
obbbxobbb,x3
boxbbxobb,o9
ooxxbbbob,x5
obbxoobxx,o7
oboxxbbob,x2
booxbboxb,x1
bboboxbbb,x7
bbbboxbxo,o1
xbbbobobb,x3
obbbbbbbx,o5
bboxbbbbb,o5
bbbbbbbob,x5
bbxbobxob,o2
oxxxoboox,o6
bbbbbbbbb,o5
bbbbbbbbb,o5
xboxbbobb,o5
oxoxxboox,o6
bbobxbbbb,o1
ooxobxxxo,o5
xbooxxxoo,o2
ooxxooxbb,x8
xbxobobox,o2
bbboxobox,x1
bbbbxoxbo,o3
bbbobooxx,x5
bobbbbbbb,x5
bbbbbxboo,x7
oobbbxxbo,x3
oxbbbbxbo,o5
bxxoobxoo,x1
bobbbobbx,x5
bbbbbbbbb,o5
bxoxoobbb,x9
obxbbbbbb,o5
xxoxoxboo,o7
bbbbobbbb,x1
oxxoxobbb,o7
bbbbobxbb,o1
bbobbbbbx,o5
bbbbobbbb,x1
bobbbbbbb,x5
bxxxooobb,o1
bbbbbbbbb,o5
ooxbxxobo,x4
bobbbbbbb,x5
xxooobxob,x6
bbbooxbbb,x1
xoxooxbbb,o8
bbbobbbxb,o5
bbbbbbbbb,o5
bxbobboox,x1
boxxoobbb,x8
xoboxoxxo,o3
bxxobbbbo,o1
bbbbbbbbb,o5
bxbbxoboo,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbob,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxbbobbb,o5
bxooxxoox,o1
bbbbbbbbb,o5
bboxobbbb,x7
bbbbobxbb,o1
xbbxoobbb,o7
bbbobxbbo,x5
bbbbbbbob,x5
bbbbbbbbo,x5
bbbbobobx,x3
bbbobbbbb,x5
oxboboxxb,o5
boxbbbbbo,x5
bobbbbbbx,o5
bbbbbobbb,x5
xbbbxbobo,o8
xbxobboob,x2
bxoboxbbo,x1
xoooxxoxb,o9
boooxoxbx,x1
bbbbobbbb,x1
bbobxbobb,x1
oxooboxxb,x5
oobxbbbbb,x3
bbxbbbbbo,o5
bbobxobbb,x9
bbbbbbbbb,o5
bbbobxbob,x5
xxbobbxoo,o3
boxbxboob,x9
bbbbbbbbb,o5
xxoxbooob,x9
obxbbobbb,x5
bbbbbbbbb,o5
bbbbobbbb,x1
boobxxobx,o1
bbxbobbbb,o1
bbbbbbbbb,o5
bobxbboxb,o5
oxbboxxob,o9
bbbbbbobx,o5
xbbobbxbo,o5
ooxxooxbx,o8
bbbbbbbbo,x5
oxxobbbox,o7
bxoxbobbb,o9
xxbooxxoo,o3
oxbooxxob,x9
bbbbbbbob,x5
bxoobbbxb,o5
bbbbbbbbb,o5
obxbbbbbo,x5
bbbbbbbbb,o5
boobbboxx,x1
xoboxxoxo,o3
xbbobobxo,x5
bbbbbbbbb,o5
oxxoboxxo,o5
obboxbbbx,o7
xbxoxboob,o2
xoxoboxxo,o5
bxbobbbbo,x5
oxxbooxox,o4
bbbbobbbb,x1
bbbobbbbx,o5
oxxbbbobo,x8
obobxxbbb,o2
bbbbbobbx,o5
bbbbbbbbb,o5
xbbbbobbb,o5
bbxobbbbo,x5
bobbbboxx,o5
bbbbbbbbb,o5
bboxbbbbb,o5
xbbbbobbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbobbbbb,x5
bbbobbbbb,x5
bbboxbbbb,o1
bbbbbbbbb,o5
xobbbxbob,o5
booxxooxx,o1
oxxbobbbb,o9
booxobbxb,x1
oobxoxoxb,x3
bbbobbbbb,x5
bbbxbbobb,o5
xoxxxoobo,o8
xboobbbbb,x5
oxxoboxxo,o5
oxobboxox,x5
bbbbbxbbo,o5
bbboxbxbo,o3
bbobbbxbb,o5
xbbobxbob,o5
xoxxoxobo,o8
bbbbbbbbb,o5
obxbobxbb,o9
oobbbbbbx,x3
bbbbbbbbb,o5
bbbbbbbbb,o5
xbobbxbbo,o5
bbbobbbbb,x5
xooxobbxo,x7
xbbxbbobo,o8
bbbbbbbbb,o5
bboxobbox,x2
boxbbbbbb,o5
bbbbbbbbb,o5
obbbbbbxb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbxbox,o3
boxbbobbb,x5
bbbbbbobb,x5
obobxboxx,o2
obbbbbbbb,x5
obbxxbobb,o6
bbbbbbbbb,o5
oboxxbbob,x2
bbobbbbbb,x5
bobbbbbbb,x5
bbbbbobbb,x5
obxbbbbbb,o5
bbbbobbbb,x1
booxobxbx,o1
ooxobbbbx,x7
obbbbbbbb,x5
xbbooxobx,o3
bboobobxx,x5
obxbbobbb,x5
bbbbbbbbb,o5
bxbboboxo,x1
bobobobxx,x5
bxbobbbbb,o5
bbbbbbbbb,o5
bbbbboxxo,o3
bbxbobbox,o2
bxobxboob,x9
bbbbbbbbb,o5
bobbbxbox,o5
bbboxobbb,x1
bboxbbbxo,o6
bbbbbbbbb,o5
oxoxoobxb,x9
bbobooxbx,x4
bobbbobxb,x5
bbbbbbbbb,o5
xoxbboxbo,o4
oxbobbbox,x7
oxbbbbbbb,o5
bobxbbxbo,o1
oobxobbxb,x3
obbxbbbbb,o5
xxbxoooox,o3
bbbbbbobb,x5
xobbobbbb,x8
boooxxbbb,x1
bbbbbbbbb,o5
xxbooxbob,o3
bxbobbbbb,o5
boxbxbboo,x7
bbbobbbbx,o5
bbboboxbx,o5
bboobxbbx,o5
boxxxbboo,o6
bxoxooxox,o1
obxbbbbbb,o5
bbobbbxob,x5
xbbbbobbo,x3
bbbbobxbo,x1
bbxbbobbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxobxobox,x7
bbboxobbb,x1
bbbbbbbbb,o5
obbxbbbbb,o5
bbbbbbbbb,o5
bobbbbbbb,x5
xoobbxbbb,o5
bbbbbbbbb,o5
xoboxxobb,o9
xxobooxob,x4
bboobxbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bxboxbobb,o1
oobxxboox,x3
boxooxxxo,o1
obbxxoxoo,x3
bbobbbbbb,x5
ooxxbxobo,x5
bbbobxxoo,x5
xbbbbbbob,o5
bbbbbobbb,x5
bxbobbbbb,o5
bbbbbbbbb,o5
bbbbobbbb,x1
bbxboxbbo,o1
bboxbbbbb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
bbobbbbbb,x5
oxbxbobxo,o5
bbxobbbob,x5
bbbbbobbb,x5
boxoxooxb,x1
bbbbboxbb,o5
oxooboxbx,x5
bbbbbbbbb,o5
bbboxxbob,o1
oboxbxbxo,o2
bbbbbbbbb,o5
obxbobbbb,x9
bobbbbbbb,x5
obbbbbxob,x5
bobbbbbbb,x5
oxobbxoxb,o4
bxoboobxx,o4
xxoobbobb,x5
bxooxoxob,x9
bbbbbbbbb,o5
bbobbbxbb,o5
bobbbbbbb,x5
obbbbbbxb,o5
xxoobobbb,x5
bbxbbobbb,o5
obbooxxxb,o9
xboobbxbb,o5
xbbxobbbo,o7
bbbbbbbbb,o5
bxoobboxb,x1
xbooxoxbb,o9
bbbxbbbob,o5
bbbxbobbo,x3
bxbxoobob,x1
bbbbbbbbb,o5
obbobxbbb,x7
oxxboboox,x4
bobxobxbb,o1
bbobxbbbb,o1
xbbxoobox,o7
bxbboxobo,x8
obxoxbbox,o7
obxoxxboo,x7
oxbobbbxo,x7
obxobxbbb,o7
xbbbbbobo,x8
bbbbbbbbb,o5
bbbbooxbb,x4
obxbbbxbo,o5
xoxxxoboo,o7
obbbbbbxb,o5
xoboxxoxo,o3
oxxbxoboo,x7
xbbbbobob,x5
xbboobbbb,x6
bbobbbbbx,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bobxobobx,x8
obxbbbbbb,o5
boobbbbbx,x1
bbxbbbbob,o5
obbxbbobb,x5
bxooxxxoo,o1
booxxoxox,o1
oxbobxbob,x7
xobobbxbb,o5
bbbbbbobb,x5
obbbbboxb,x4
bbbbbobbb,x5
bxoxxbobo,o6
boxbobxbb,o8
bbbobobbx,x5
obxbbbbbb,o5
bbbbbobbb,x5
bbbbbbbbo,x5
bbbbobbbx,o1
bbbobbbbb,x5
obbbbxbob,x5
oxboboxxb,o5
xbbbbbobb,o5
ooxboxbxb,o9
bbbbbobbx,o5
xbooxoxob,x9
oboxbxbbb,o2
bbbbbbbbb,o5
xobbxxoob,o4
xobxoobxo,x7
xoxbobbbb,o8
oxboxobbb,x7
bbbbbbbbo,x5
bxobbobox,x5
bbxbbobbo,x5
bbbbxobbo,x3
bbbbbbobb,x5
oxboxbxoo,x3
oxobbbbox,x5
xxobxbobo,o8
bxobbobbb,x9
obbxxoxbo,o3
xoobxbxob,o4
bbobbbbxo,x6
bxobobbbx,o7
bobxbboxb,o5
oxbxoxoob,x9
oobxxoxxo,o3
bbbbbbbbo,x5
bxoobxbox,o5
oobxbooxx,x3
xbxbboobb,o2
bxooxbxob,o1
obboxobxb,x7
bbobbbbbb,x5
obbxbxbbo,o5
bbbbbbbbb,o5
bobxobbbb,x8
oobbxbbxb,o3
obbbbbbbb,x5
bbxbobobb,x1
bbbxbbobb,o5
xoobbbbxb,o5
bobbbxbbb,o5
xbobbxoob,x9
obobbxxbo,x2
xboobbxbb,o5
xxbbobbob,o3
oxoxbxboo,x5
oxxboobxb,o4
obxbobbbb,x9
bbboxbobx,o1
xboobxobx,o5
boxoboxox,x5
bbbbobbbb,x1
xoobobxbx,o8
oxoxoxbox,o7
ooxbobxxb,o9
bobbbbbbb,x5
