Game States,Optimal Moves
oxoxobxbb,o9
bbobbbbox,x5
bbxooxxoo,x2
xbbbbboob,x9
xxbxoooxo,o3
xbbobbxoo,x5
bxxooxxoo,o1
boboxxoxo,x1
obxbbboxb,o4
bxoobooxx,x5
xbxboobbo,x2
bbbxbbbbo,o5
bxbobooxx,o5
bxbbxoboo,x7
xobxbobox,o7
oxobxoxob,x9
obbbbbxob,x5
xobbbboxb,o5
xobbbbbob,x5
bbbbbboxb,o5
oxbobxxbo,o5
bbbbbbobx,o5
xbbxobobb,o3
oobobbxbx,x3
bbbbbobxb,o5
bbobbbbbb,x5
bobboxoxb,x3
boxxxoboo,x7
booxoxbbx,o1
bbbboobxb,x4
boobxxoxb,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
xxbbboobo,x3
bxobbbbob,x5
oxbxbbbbo,o5
xbbbooobx,x4
bbxbbobox,o5
xoobooxbx,x4
bbbbbobbb,x5
xobbobbbb,x8
xobboxbbb,o8
obbbbbbbb,x5
obbbbbbbb,x5
obbbbbbbb,x5
bbbbbxxoo,o5
oboobbxbx,x2
obbxbbbbo,x5
bbbbboxbb,o5
oxbbbxbob,o5
bxbboboxo,x1
bbbbobbbb,x1
bxoobbxbo,x6
obbbxbbbb,o3
obbbbbbbb,x5
bxobbbobb,x5
boobbxbbx,o1
bbbbbbbbb,o5
bbbbbobxb,o5
bbbbbbbbb,o5
xxoxoobox,o7
bbbbbbbbb,o5
bbbbbbbbo,x5
bbboxbbbb,o1
bbbbxoxoo,x3
bbbbbbbbb,o5
bbbbbbbbb,o5
xobbbbbbb,o5
oobbxboxb,x3
xboobbbbb,x5
bbbbbobbb,x5
oobbbbxbx,o3
xbobbobxb,o9
obbbbbbbb,x5
obbxxooox,x3
bbbbbobox,x5
obbbbxbbo,x5
oobbbxbxb,o3
obxbooxox,x4
oxbbxbbob,o3
obbxbbbbb,o5
bbxbbbobo,x8
bbbxboxob,o1
bbbbxbbob,o1
xbbxobbob,o7
oobxbbbbb,x3
xxboobbbb,o3
bxbxboobo,x8
bbbobxbbo,x5
boxobxbbb,o9
bobbobxxb,o9
obbbbbbox,x5
obobbbbxx,o2
bbxbooxbb,o4
bbbbbbbox,o5
oobxxooxx,o3
obbxboxob,x5
bxbobboxb,o1
bbbbbbbbb,o5
bxobxoxob,o9
obbbxobbb,x3
obbxooxox,x2
ooxxbobox,x5
oxbobbxob,x5
ooxbxobbb,x7
boxbobxbb,o8
xbxbbobbo,o2
xboobxbob,x5
boxobbbbb,x5
bbbbxbboo,x7
oboboxxbb,x2
bbbbbbbbo,x5
xbbboboxo,x3
bxbxobbbo,o1
bobxxbobo,x6
obbxobobx,x3
boxbobbbb,x8
bbbbbbbbb,o5
bbobbbxbb,o5
bbxxooxbo,o1
bxooobbxb,x6
bbobbbbxo,x6
oobbbbbbx,x3
bbbbbxbob,o5
bbbbbbbbb,o5
obboxbbxb,o7
bbbbbbobb,x5
bobbbxbbb,o5
obxbxbobb,o4
bbbbbbbox,o5
booobbxxb,x1
obbbbbxob,x5
bbbxobobb,x3
bbbobobbx,x5
bbbbbbbbb,o5
boxbobbbb,x8
obxbxbobb,o4
xbobbboxb,o5
oxobbobxb,x5
bbbbbbbbb,o5
obboxbbbb,x7
obbbbbbbb,x5
obbxboxob,x5
bbbbbobxb,o5
bbbbbobbb,x5
obbbbxbbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbooobxxb,x6
bbbbbbbbb,o5
booxobbbx,x1
bxbxooobx,o3
bbbbbbbbb,o5
bbbbbbbbo,x5
bbobbbbbb,x5
bbobbbbbb,x5
bbbxbboob,x9
obobxxoxo,x2
bobbboxbb,x5
xbbbobbob,x2
bbbbbbbbo,x5
obbbbbbbb,x5
bbbbbbbbb,o5
bbbxbobbb,o5
bbbobbbbx,o5
bbbbbbbbb,o5
bbxooxobb,x1
oboxobbbx,x2
bbobbbxbo,x6
bbbbbbbob,x5
xobxbboox,o5
ooxxoxobb,x8
xboxxobob,o7
xoxbobbbo,x8
obxoboxxo,x5
oxoxbooxx,o5
bbxbobbbb,o1
bbbbbxbob,o5
bbobbbbbb,x5
oobbbxbbx,o3
bbxxboobb,o5
bbbxooxbb,o1
bxoxoobbx,o7
bbbbbbbob,x5
bbbbbbbbb,o5
obbooxbbx,x7
bbobbxoxb,o5
bbbxoooxx,o3
obbbxbobb,x4
oxoooxbbx,x7
xoooxxoxb,o9
xoboobbxx,o6
bbbbbbbbo,x5
oobboxbxb,x3
xboooxbbx,o7
oxbxobobx,o3
obxoboxxo,x5
bxxbxooob,o1
bobxbbbbb,o5
boxbbxoob,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxbbbobb,o5
bbbbbbbbo,x5
oxboobxbx,o6
bbbbxboox,o1
bxbxoooox,x3
bbbboboxb,x3
obbbbbbbb,x5
xobooxobx,x8
bbobbbbbb,x5
bobbbbbox,x5
bbbbbbbbo,x5
bbobxbbxo,o2
xbbxobbob,o7
xoobxoxob,x4
bbbooxbxb,o1
bbbbbbbbb,o5
bbxbobbbb,o1
bbbbbbbbb,o5
obbooxbxx,o7
oxobbxobb,x4
bbobbbbbx,o5
bbbobboxb,x1
bbbxbbbbo,o5
bbbbbbbbb,o5
bobxoobxx,o7
obbbbbbbb,x5
ooxxoboxb,x9
xxbbboboo,x3
xooxxoobb,x9
booobxxxb,o1
xobbxbbob,o9
xxooxbxoo,o6
bobboxbbb,x8
xobbbxbob,o5
boxxbobbb,o5
bbbbbbbbb,o5
oxxbobxob,o9
obxbobobx,x4
obbbxobbb,x3
oxxbobxob,o9
xoxbbobox,o5
xbbobxxoo,o5
booxxbobx,o1
oxxbbobbo,x5
oxobboxbx,o8
bbbbbbbbb,o5
xoxboooxx,o4
bboxbbxbo,o1
bbxobbbbb,o5
bbbxbxoob,o5
bbbbbbbob,x5
booxbxbbb,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
obobbxxbo,x2
xoxbbooox,x5
bbbboobbx,x4
bbbbbbbbb,o5
bbboxboxo,x1
bbbbbbbbb,o5
bbbobbxox,o5
bobxoboxx,o3
bbbbbobxb,o5
xbbxboboo,x7
oobbxbbbb,x3
boxoobxbb,x6
bbbboxobb,x3
bobbbbbbb,x5
bbxobbxob,o5
obobxboxx,o2
bobboxbxo,x1
bbbbbbbbb,o5
bxbobobbb,x5
bbobbbxob,x5
bbobbbbox,x5
bbbbbbbbo,x5
oxoxxbbob,o6
bbbbbbbbb,o5
bbbxbbobb,o5
xxbbbooox,o3
xxbxooobo,x3
oxoxbxxoo,o5
oxoobxbbx,o7
bxoxbbobb,o5
xboboobxb,x4
xbbobobbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbxbooxob,o2
bboxbbbbo,x6
xbbbobbbo,x3
bboxbbbbb,o5
ooxoxbbox,x7
bbbbbbobx,o5
boooxxbxo,x1
obbbbbbbb,x5
ooboxxxxo,o3
bbobbbbbb,x5
bbbbbbbbo,x5
xxooxxobo,o8
bbbobxbbo,x5
oxxbboobb,x4
bbxbboobb,x5
bbbbbobbb,x5
boboboxbx,x5
bbbbobbbb,x1
xoobbxoxb,o5
bbbbbbbbb,o5
bobbbbxbb,o5
obooxxxbo,x2
xxobxooob,x9
boobxbxbb,o1
bbbobbbbb,x5
bbbbbbbbb,o5
bbbbbobbb,x5
bobbbbbbb,x5
bxbbbbbob,o5
bxbbbboob,x9
xooxbbbbb,o7
bbbbbbbbb,o5
bbbobbxbb,o5
bbbbbbbbb,o5
bboboxxxo,o1
bbxboxboo,x7
bbbbbooxb,x5
bbbbbbbbo,x5
obboxoxox,x3
oxxbbxboo,o7
obbxobbxb,o9
bbbbboxbb,o5
oxxbobbbb,o9
bbbbbbbbb,o5
xoobbbbbx,o5
xoxoxbbob,o9
ooxxxobbb,o7
boxbxoobx,o1
bbbxbboob,x9
bbbxbbboo,x7
xoxxboobb,o5
oxoooxbxx,o7
bxoxoxbob,o7
bbbbbbbbo,x5
oxoboxxob,x9
xoxoboxbb,o5
boxbbbxob,o5
boxbbbbbb,o5
bbbbbbbob,x5
xbobbbobb,x5
xbbxobobo,x8
xxoxoxboo,o7
xbbbbobbb,o5
bobbbbxbb,o5
oxbxoxoox,o3
bbbxoobbb,x1
obbbbxbbo,x5
bbbbbbbbb,o5
oobbbxbbx,o3
bbbbobbbx,o1
bxbobbbbb,o5
bobbbbbxo,x5
oxoxxboox,o6
oxobbbxox,o5
oxxxoxoob,o9
bbobbxxob,o5
bobbxoxob,x3
oxxbxboob,o9
xxbxooboo,x3
oboxoxbox,x2
bxoxobxob,o1
bobbbbbxb,o5
xobbxbboo,x7
bbbbbbbbo,x5
obbbbbbbb,x5
bbobbbbbb,x5
obbxooxox,x2
bobobxxbb,o5
bbbbbbbbb,o5
obbbbbbbb,x5
boxobbbbb,x5
xbobbbbbb,o5
xbobbxoob,x9
bxbbbbobo,x8
bbbbobbbb,x1
bbbboxbob,x2
bobbxbbxo,o1
bbbbbbobb,x5
xxbooxoox,o3
oxbobbbbb,x7
bobbbbbbb,x5
boobxxobb,x1
bbbbbbbbb,o5
bbbbxbbbo,o1
bbbbbbbbb,o5
bbxbxoobb,o1
bbobxbbox,o1
ooxbbbbbb,x5
bbxoboobx,x5
bbbbbbbbb,o5
bbxobbbbb,o5
bbobbbbxb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbxooxob,x1
obobbxbxo,x2
boxbxxobo,o4
bbbxobbbb,o1
bbbxbbbob,o5
bbobobxbb,x1
xxoobboxb,o5
bbbbbxobb,o5
bbobbxoox,x5
bobbxxbob,o4
bboxobxob,x1
xobbbobbb,x5
bbbbbbbbo,x5
bbxboobbx,o4
bboxbxbbo,o5
bbbbbbbbb,o5
obbbxoobx,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbbxoooox,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbbxob,x5
bobxoxbxo,o1
bbxbxboob,o9
xoboxbbbo,x3
xobbxbbbo,o3
bbbbbbbbb,o5
bbbobobbx,x5
bbbbbooxb,x5
bxooxboox,x1
bbbbbbbbb,o5
obbbbxbbb,o5
bbboxbbbb,o1
bbbbobbbb,x1
bbboxxbbo,o1
xbobxobbb,o9
bobbbbbbb,x5
bbbobobbx,x5
bobxbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
obxbooxox,x4
boxbxoobb,x1
xoobbbbxb,o5
xbbbbobbo,x3
bobbbbbbb,x5
ooxobxxob,x5
xoobbxbox,o5
bbbbobxbb,o1
bbbbbbbbb,o5
obbxobobx,x3
xoobbbbbb,x5
bbbbbbobb,x5
bbbobbbbb,x5
oxxxboobb,o5
obbbbbbbb,x5
bbbbbbobb,x5
bbbboobxb,x4
bbbbbbbbb,o5
boobbxxbo,x1
bbbbbbbbb,o5
oxobbxobb,x4
ooxxbobxo,x5
boboxoxox,x1
xoxbobobb,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xoobbxoxo,x5
bbbbxbobb,o1
bbobxxbbo,o4
obbbxbobb,x4
xobobobbx,x5
obbbbbbxb,o5
bxbbbbobb,o5
obbxbooxb,x5
bbbbbbbbb,o5
bbobbbbbb,x5
bbbobobbx,x5
bbbbbbbbb,o5
bxbbbbbob,o5
bboxbxobb,o5
xboxobbbo,x7
bbobbbbbb,x5
bbbxooxbo,x1
oxoxoxxob,o9
bbbbbxobo,x8
bbbbbbbbb,o5
xoxoboxxo,o5
bbbbbbbbb,o5
oxbxooxox,o3
bbbbbbbbb,o5
obobxxxob,o2
bxbbbbbob,o5
bxobxobbb,o8
boboxbbbx,o1
bboxbbbbb,o5
boxbbxobb,o9
bbbbobbbb,x1
oxbxbobbb,o5
ooxxobxbb,o8
bbooxoxxb,o9
obxbboxob,x5
bbbxbobbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xoooxbxxo,o6
bxooxobox,x1
bbxbbbobb,o5
bbxbobbbb,o1
boxbobbbb,x8
bboooxbxx,o7
xooxbbbob,x7
xoxooxoxb,o9
xoobbbobx,x5
xbbbbobbb,o5
obbxobxbb,o9
bxobboxob,x9
bxxbobxoo,o1
bbxobobbb,x5
xobooxxxo,o3
bbxxbbboo,o7
bbboxbxbo,o3
xxoxbboob,o9
bbbbbboox,x5
boxxxbobo,o6
booboxxxo,x1
bbbbbobox,x5
oobbxxbbo,x3
bxxbbboob,o1
bobboxoxx,o3
bbbbxobbb,o1
obxxbooox,x5
boxbbbbbb,o5
bbbbbobbx,o5
bbbbbbbbb,o5
oxxbooxox,o4
bbbbbobbb,x5
bobbxoxbo,x3
bbbxbobbo,x3
xbobobbxo,x6
bbbbbbbbb,o5
bobbbbbbb,x5
ooxxbbxbo,o5
bxoobbxbo,x6
bbbbobbbb,x1
xxbooxxoo,o3
bbxoboxbo,x5
bobbbxbox,o5
obbbbbbxo,x5
ooboxxbxb,o3
bbbbbbbbb,o5
xobxobbbo,x7
bbxoxbbbo,o7
xbbboxobo,x8
oxobobxbx,o8
bbbbbbbbo,x5
bbbobbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobxbbbb,o1
oxxxbooox,o5
bobbbbbbb,x5
bbbxbboob,x9
bbbbbbbbb,o5
ooxoobxxb,x6
oxoxbxoob,x5
oxobobbxb,x9
xxboobbbb,o3
bbbbboxbb,o5
bbbbbbbbb,o5
bbbxbbbbo,o5
obooxbxox,x2
boxoxobxb,o7
bboxxoxob,o1
xbbbbbbbo,o5
oxxbbobxo,o5
bobbxobbb,x1
obxbbxoob,x9
bobbbbbbb,x5
oxoobbxbb,x5
bbbboxbbo,x1
bbboboxbb,x5
bbbbbbbbo,x5
obxobbbxb,o7
xoxoboxxo,o5
bbbbbbbbb,o5
bbbobbbbb,x5
bbbobbbbb,x5
oxobbbbxb,o5
bbbxooxbb,o1
bbbbbbbbb,o5
oxbbbxbbo,o5
bbbbbobbb,x5
bbbxbbobo,x8
bxbobxxoo,o5
bboooxbbx,x7
obxxobbbb,o9
bbbobbbbb,x5
oxxobobox,x5
bbbbbbbbb,o5
bobbbbbbb,x5
bbbbobbbb,x1
obobbxbbb,x2
bxxoboxbo,o1
xxoobooxx,o5
bbbbbxbbo,o5
bbboboxox,x5
xobbxbxoo,o4
bbbbbbbbb,o5
bbooxbbxb,o2
boxbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbob,x5
xobbooxbb,x4
xoxbxooxo,o4
xbbbbbbbo,o5
booxxooxb,x1
xobxobbxo,o7
bbbbbobbb,x5
boxbxboox,o6
obxbbxbbo,o5
obbbbbxox,o5
bxoooxxxo,o1
boxbbxbbo,o5
boobbbbxb,x1
bboboxbox,x2
bobbbbbxb,o5
bobbxxbob,o4
bbbbobbxb,o1
bbbbbbbbb,o5
bobbbxobb,x5
bbbbbbxbo,o5
bxbxbbobo,o8
xbobboxbb,o4
xxbboboox,o3
oboxxbxob,o2
obbbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
oxxobobbb,x5
xoxoxobxo,o7
bbbbbbbbb,o5
bbbbbbbbb,o5
obbobxbxb,o7
bbbbbbbbb,o5
bobbbboxx,o5
bboxbbbob,x5
bbxoboxox,o5
bxobxobbb,o8
bbbbbbbbb,o5
bbbobbbbb,x5
xobbbxoxo,o5
xxboboxbo,o3
bbxobbobb,x1
bobbboxxb,o9
oxobxoobx,x4
xoooxxbxo,o7
bbbbbbbbb,o5
boxoxxbbo,o7
obobbbbxb,x2
oxxbboobx,o4
bxbobbxbo,o5
bbbbbbbbb,o5
bbxbbbbob,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bobbxbbxo,o1
bbboxbbbb,o1
boxbbbbbo,x5
bbbxbbbbo,o5
xboobbbxb,o5
obbbbbbbb,x5
bbboxbbbb,o1
xbbbbobbb,o5
obbxbbxob,o5
bxboboxob,x5
xbbxoobox,o7
oxxxbbobo,o8
bbbbbbbbb,o5
bbobbbbbb,x5
bbobobbxx,o7
bbbbbbbbb,o5
bxoboxbbb,o7
ooxobbxbx,o8
bxoxooxox,o1
bbbobbbbb,x5
bbbbbbbbb,o5
bbbobbxbo,x5
xoboxoxxo,o3
bbbbboxob,x5
obbbbbbbb,x5
bbobbbbbb,x5
bobbbbbbb,x5
oxobobxbx,o8
bobbbbxbb,o5
bbbbbbbbb,o5
bxboxobox,o1
xbobobbbx,o7
obbxbbbbb,o5
ooxxxbobb,o6
bbbobbbox,x5
xobxbobbo,x7
xboooxxob,x2
bboxobbbb,x7
bbbbbbbbb,o5
bobxbbobb,x5
bbbbxxboo,o4
obbbxbbob,x3
oboxbbbxb,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
bboobxbxo,x5
bbxobbbbb,o5
bbbobbbbb,x5
oxbboxoox,x4
oobbbxbxo,x3
xbboobbbb,x6
obbboxbbb,x9
obbxoxbbb,o9
bbbbbbbbb,o5
oobxobxbx,o3
xxoobxboo,x7
bbbbbbbbb,o5
bxxboooox,x1
bbbbxbobb,o1
oxbboboxx,o4
boobbxbbb,x1
bbbboobxx,o4
bbobboxxb,o9
xoboxooxb,x9
boxbbbxoo,x5
ooxbxoobx,x4
bbbbbbbbb,o5
xxbbboxoo,o3
boboxbxob,x3
xbbobbobb,x5
bbbbbbbbb,o5
boxbbobxb,o5
bbbbbbbbb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbbbx,o5
xooxbxbbo,o5
bxooxxxoo,o1
bbbbbbbbb,o5
bbbxooxbo,x1
bbbbbbobb,x5
oxxbbobox,o5
bbbbbbbbb,o5
bbbbobbbb,x1
bbxboooxb,x4
bbbbbobbb,x5
bbxobbbbb,o5
bbobbbobx,x5
bobbbbbbb,x5
oxoooxxxb,o9
bbxbobbbo,x1
xboxobbbo,x7
bbboxobbb,x1
bboooxbbx,x7
bbbxbbbob,o5
obxxooxob,x2
bxxoxboob,o1
bobbbbbbb,x5
bbbbbbbbb,o5
bobxxooox,x1
bobxxoxoo,x1
xboxbobbb,o7
bbbboxbob,x2
xxbbbobob,o3
oobbxbbbx,o3
xoxobbbbo,x5
oobxbbbbb,x3
xbbobbbbo,x5
bbbbbbxob,o5
boxxoxbbo,o8
xoxboxoxo,o4
obbbobxbb,x9
bbbbbbbob,x5
bbxbbobbb,o5
bbbbbxbbo,o5
xobbxboxo,o3
oxbbbbbox,o5
xoboobxxb,o6
bxoxobxoo,x1
bbobobbbx,x7
obobxoxbx,o2
bbxboboxo,x1
bbbbbbbob,x5
bbbbobbbb,x1
oboxxoxox,o2
bbbbbbbbb,o5
boxxbobox,o5
obbxxboxo,o6
oobobxxbx,o3
xoooxxbbo,x7
bbbbbbbob,x5
bbbbbbbbb,o5
obboxobxb,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
oobxbxbox,o3
bbbxxobbo,o3
obbbbbbbx,o5
ooxobxxbo,x5
bbbbbbbbb,o5
bbbxbbbbo,o5
obobbxbxo,x2
bbbbbbbbb,o5
bbbobbbbb,x5
bobbbxbxo,o5
bxbbbobbb,o5
bobxxboox,o6
bbbbbobbb,x5
xobbobbbx,o8
oxxxboobb,o5
bxobbobbb,x9
obbxobbxb,o9
xbobxxboo,o4
xxooboobx,x5
bobbxoxbb,o3
bbbbbbbbb,o5
xobobbbxo,x5
bxxbooobx,o1
bobbxobbb,x1
obbbbbxbb,o5
bobbbbbbb,x5
bbbbxoxbo,o3
bbbbbbbbb,o5
bobbbxobb,x5
obbxobbbx,o3
bbbbbbbbb,o5
bobooxxxo,x1
bbbxbboob,x9
bbbbbbbbb,o5
bbbobbxbb,o5
bbbbbbbbo,x5
bbbbbbbbb,o5
boboxxxob,o3
obbbbbbox,x5
obbbbxobb,x4
oxxobobbb,x5
bbxxobbob,o2
obbobbbxb,x7
bbobbbbxo,x6
oxboxobbx,o7
obbbbbbbb,x5
oxbbobbbb,x9
oxoobbxox,x5
bbbbobxbb,o1
xxoooxbbo,x7
bbxxoboob,x9
bbbbbbobb,x5
xobbbbxob,o4
bbbbobxbb,o1
bbxboxobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbobbbb,x1
bxbbobobb,x3
bbbobxbbb,o5
bbbbbbbbo,x5
oxbbbbobb,x4
obobxxbox,o2
oobxobxbb,x3
obbbbxbbo,x5
xobbbobxb,o5
bbbobxobx,o1
bbbbbbbbb,o5
ooboxbxbb,x3
oxoxoxbox,o7
obxbxobbo,x7
bbbbbbbob,x5
bboobxbox,x5
bboxbobox,x5
oxbboxbox,o3
xoxxooobb,x8
bboxxbobb,o6
obbbxbbxo,o2
bbbbbbbob,x5
bbbbbbobb,x5
xooooxbxx,o7
oxbxooxbb,o9
bxxboboox,o1
bbbbbbbbb,o5
bxbbbooxo,x5
bbboxbobx,o1
obxxoboox,x2
oxbbbbbbb,o5
bbbbboxbb,o5
xbbxxooob,o9
bbbbbbbbb,o5
bbbbbbbbb,o5
ooxbbxbbo,x5
xobxbobbo,x7
bobobxobx,x1
bxbboxbob,o1
obobbxbbx,o2
bbbxbbobb,o5
bbbbbbbob,x5
bxbobxobb,o1
ooxxoxbbb,o8
bbbxbbbob,o5
booobxoxx,x1
bbbbbbbbb,o5
obobbxbxb,o2
xoxxoobxo,o7
bbbbobxbb,o1
boxbobbxo,x1
obooxxxox,o2
bbbobbbbb,x5
xoxxboboo,x7
obbbbbbbb,x5
bbbbbbxbo,o5
bbbbobbbb,x1
bbbbbbbbb,o5
bobbobbbx,x8
bbbbbxobb,o5
bbobbbxbb,o5
bxbboobbb,x4
xobboxbxo,o3
boxbbbbob,x5
booxbbbxb,o1
boxoxoobx,x1
xbxboxobo,o2
ooxxbbbob,x5
bbbxbobbo,x3
bbbbbbbbb,o5
bxxoxobob,o1
bxxboooox,x1
booxobbxx,o1
obxbbbobb,x4
obxxbbboo,x7
boxobbxbo,x5
xoobbbbbx,o5
xbbbbobbb,o5
oobxxbbbo,x3
xobbbbobb,x5
bboboxbxb,o7
bbbxobbbb,o1
bxxxoboob,o1
bbbbbbbbb,o5
bbbbbbbox,o5
xbobxoxob,o4
booxbbxbb,o1
bxobbxoob,x9
obxboxbbb,o9
obxbbbbbb,o5
obboxbbxb,o7
bbbbbbbbb,o5
boxboobbx,x4
xxbobbbob,o3
bbobbbbbb,x5
bbbobobxb,x5
bbboxoxob,x3
bbbbbobbb,x5
bbbbbxobb,o5
obbxbbobb,x5
bxxoxooox,o1
ooxxbooxx,o5
bxobbbobx,o5
xoxxooobb,x8
xobbbbbbo,x5
boxboxbbo,x8
bxbbobbbb,o1
bbxboobxo,x4
boxoxbbox,o6
bbbbbxoob,x9
bbxobbobb,x1
bbbbobbbb,x1
xobbobbxb,o3
bxxbboobo,x1
boxxooxbo,x1
bboxbbbbb,o5
bboxxooxb,o2
bbbobbbxb,o5
bbbobxbob,x5
booxbbbbb,x1
bbobbbbox,x5
bxboobbbb,x6
xbbobbbbb,o5
oobxxbbbo,x3
obxbobbxb,o9
boxxbooox,x5
ooxbxooxx,o4
bbxobbobb,x1
xbobbxbob,o5
bbbbbbbbb,o5
bbbbbbobb,x5
bobbbbbbx,o5
bbobbbbbb,x5
bbbbbbbbb,o5
bxbxoxobo,o8
boxxoobxb,o1
oxoooxbxx,o7
xbboboxxo,o5
bbooxxoxo,x1
bobbbxbbb,o5
boobbbbxb,x1
xboxbbbbo,o7
obbbbobbx,x5
oxoxobxob,x9
bbxobbobx,o1
ooxbxbbbb,o7
oobxbxoxo,x3
bxoobbbxb,o5
bbbbbbbbb,o5
bbbobbxbb,o5
bxbbobbxo,o1
bxboxbboo,x7
bbxbbobbb,o5
bbbbbbbob,x5
bxbxooxbo,o1
obbbbxbbo,x5
bbbbxboob,x9
xbbxoboob,x9
obbbbbbbb,x5
bxooxbxbo,o8
bbbbbobbb,x5
bbxoobxbo,x6
obbxbbobb,x5
bbbobbbxb,o5
bbbbbbbbb,o5
bbxoboxxo,o5
ooxxxobxo,o7
obobxxoxo,x2
boxobxbbb,o9
bbbbbbbbb,o5
xxoxoobox,o7
xbbobbobx,o5
obxbbbbbb,o5
bbbbbbobb,x5
ooxxobobx,x8
oxxbbxboo,o7
bobbbxbbb,o5
boobxobxb,x1
xxbboobob,x3
oobbxxbob,x3
bbbbbbbbb,o5
bbxbbbobb,o5
bbbbbbbbb,o5
bbxbbobob,x5
bbbbxbbob,o1
bbxboxboo,x7
bbxobxboo,x7
xoobbxbob,x5
xobbbxoob,x9
bobxbxoxo,o5
bobxoboxb,x3
oxbbxbboo,x7
bbbobbbbb,x5
bobxbobox,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbobbbx,x3
xobxxooob,x9
bbbbbbbbb,o5
xobxbobox,o7
ooxbxoobx,x4
bobbbbbbb,x5
bbbobbbxb,o5
bbbobbbbb,x5
bbbbbbbbo,x5
bxxbobboo,x1
bbbbbbobb,x5
xbbbbbbbo,o5
obxbbbobb,x4
bbbbobbxb,o1
ooxoxobxx,o7
bbbbbbbob,x5
bobxobbxb,o1
xobbboxbb,o4
bbbbbbbbb,o5
bbbbooxox,x4
bxobxbobo,x8
bboxboxob,x1
xobbbbbox,o5
xbboxbbbo,o3
oboxxbbxo,o2
xobxoxobo,x8
xoxbboobb,x5
oboxbbbxb,o2
bbbobbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbxbobboo,x2
bbbbobbbb,x1
bbbbbbobb,x5
bbbbbbobb,x5
bbbobbxbo,x5
obbobxxbo,x5
bbbbbbbxo,o5
bxxobbbob,o1
bbobbboxb,x5
bboxooxbx,o8
bbbbbbbob,x5
obxoboxbx,o5
xbboxbobo,x8
bbbbbbobb,x5
bobxbboox,x5
bxoobbxbo,x6
obbobxbbx,o7
xbxobxobo,o2
bbbbbbbbb,o5
obbbobxbb,x9
xoxoobxbo,x6
bbobbbbbb,x5
boxxoxobb,o8
xbbbbobbo,x3
bxobbbbbo,x6
oxxbbxboo,o7
bbobbbbbb,x5
xboxoobox,x7
obxoobbbx,x6
oobbbxxob,x3
bbbbbbbbb,o5
bbbbbbbbb,o5
obbboxbxb,o9
bbbbbobox,x5
bbbbxbbob,o1
obxobbxbb,o5
obxxbbobo,x8
xbbbooobx,x4
bbbbbbbbb,o5
xxooxbxoo,o6
oobxbobxb,x3
bbbbbbbob,x5
bxboobbbb,x6
obxbbbbbb,o5
bobbboxbb,x5
bbbbbbbbb,o5
oxbbbbbbb,o5
obbbxbbbo,x3
bbbxobbbb,o1
xbbobbbbo,x5
bbboxbbob,x1
boxobxoxb,o1
bbbbbbbbb,o5
xbbooxbob,x2
bxoxobxoo,x1
obbboxbbb,x9
bobxxobbo,x3
xxbboooxo,x3
bbobxbbbb,o1
oobobxxxo,x3
bbbbbbobb,x5
bbbbbbbbb,o5
xboxxoobb,o9
xbboobxbb,o6
bbboxbbbb,o1
obbxxbbob,o6
bbxbbobbb,o5
bobbbbbbb,x5
xobobxbob,x5
obxbxobox,o7
bbobxxobo,x4
xobbbobbx,o5
bxobobbxb,o7
oobxobxbx,o3
xoxobbbbb,o5
xbbobbbbo,x5
bobbbbbbb,x5
bbxbbbbbo,o5
bbobxxoxo,o4
bobbobxbx,o8
boxbxxobo,o4
obbbbbbxb,o5
xbbbbooxo,x3
bbbbbbbbb,o5
bbobbbbbb,x5
bbbbbbbbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbbxbb,o5
bbbbbbbbb,o5
bbxbooobx,x4
ooxbbbbbx,o6
boxbbxbbo,o5
bbbxobbbb,o1
obbbobbxx,o7
boxbbbbbb,o5
xxboobxbo,o3
oxxbbooox,x4
xxoobooxb,x5
oboxxoobx,x2
