Scramble (State),Solution
D' R' F2 U' F2 R2 B2 L' R B2 L D2 U R D F2 L' R F2 B , B L' F2 R D' R2 F2 D B2 R' B2 U2 R2 U2 D' R2 D' 
F' D R2 L2 D' B2 U2 F D2 F2 L2 U' L2 R B U' R2 B2 L2 D2 , L2 B' D' R L D2 F2 B' R L' F' U D B2 D F2 B2 D' B2 D2 B2 
L R2 F L' F2 D' R' F B' D2 L' F' U2 B F2 U2 R2 U2 B2 L2 , D' B R B D' B2 U2 B2 D2 R' F' U B2 U L2 U' R2 U' R2 F2 D' 
U2 R2 U2 D' B' U2 B2 L U2 R' F B2 L' U2 D2 B' F2 L U2 R , F2 L2 D' L' D2 F' D L2 D2 B R F2 U' B2 U' L2 D' B2 R2 U2 R2 
F2 L2 F' B2 L2 B' U' F2 R2 B F' U2 L2 R2 D2 L2 U2 F R' F' , U' D' R' F U' F U' F R D2 B' U R2 U2 L2 U F2 U L2 U R2 
L2 B U D2 R' D2 F2 D' U2 F B' U R B2 R2 B U F2 L B' , U2 F2 B R F B' L B' U' F2 D L U B2 R2 D2 L2 D' B2 U' R2 L2 
B2 D2 F2 R2 L' F2 D' B2 L2 U2 F' B2 L2 U L2 F' L2 B' D U , F2 U R F' B2 D R2 U' B' U F U D' R2 F2 D2 R2 B2 U D R2 
D2 B R2 D2 R2 U2 D2 R' U' B2 D F B2 R' B2 F2 D2 R F2 D2 , U2 R2 U2 L2 B2 U' R2 L F U R B' R2 B2 R2 D R2 D B2 D2 R2 D' 
R2 B F2 L2 R' D2 L R B2 F2 R2 U D' L' F2 L2 D2 F2 R' L2 , R' D2 R F2 U D L2 F2 R' B R2 B2 U2 D' R2 U2 F2 B2 U F2 
B2 L' U2 B2 U F2 R D F U' R2 F2 L' R' F L2 F2 R2 F2 B' , U' L' U2 L2 B U2 R B' U' L' F B2 D' B2 R2 D R2 D L2 D' L2 
U2 L B D2 U' R' U' F' U2 F2 U2 B' D2 U B2 D2 B D U2 R' , F' L' U' F' L2 U' B2 L U R' L2 U2 F2 D' B2 R2 D' B2 U' F2 
F' D L2 U2 L R2 B' L2 B2 L' R B D2 U' B2 D' F' L2 B2 D2 , U2 B' R B U B' U2 B' R2 L U' B2 R2 B2 U' B2 L2 D' R2 
U2 R2 U2 B2 F' R' B U' B F' L F2 U R' D' F' D F' R2 F2 , F2 L2 D2 L F R L2 B R U R U' B2 L2 B2 U' R2 U2 
D' U F' U' L2 F2 R F B' U2 R2 U2 R2 U B U L2 U' F' D2 , R L2 U2 D' R' L2 D' F2 D' R2 B' U F2 L2 D F2 B2 U L2 D 
F2 R' D2 F2 D2 R B' R F' D' L U L2 D2 B2 U2 F' D2 R2 B' , L2 D B2 R' B U' F' L2 U D L' F2 D' B2 D B2 L2 U' F2 R2 D' 
B L2 F' D2 U2 R' D' U R' D U' F R2 U' L2 D2 B U' R' D' , R L2 D' F' U' F' R D2 F2 D F D' F2 D L2 U' F2 U2 B2 D F2 
D F2 D2 L F' L' F2 R U B L2 R' F2 B U2 D' F R D L2 , R' D' B' U2 L F2 B' R B' L2 U F2 U2 R2 B2 L2 U' 
F U2 L B' L U L D' F2 R2 L2 D U F2 U' R' L D2 R L2 , U2 F' U2 F' D2 R' L2 F B U' R D F2 R2 B2 U' B2 D' L2 D' 
L2 B2 L' D B2 F U' B' L2 F' D2 F U2 D' B2 U2 F2 B2 D2 L' , R' B2 D' L D2 B' U F' B' U2 L U2 D R2 B2 D2 B2 U B2 D' B2 
D2 L U2 F2 D2 L' D' R2 L2 D2 R2 L' D2 R F2 R2 D2 F2 U2 B' , D2 B' D' F2 B D' F2 B' U2 R' L2 B2 U2 F2 D2 L2 U R2 B2 D 
F2 D B2 L U2 B' D F2 U B' R2 B2 F2 U2 F' D2 R2 B2 D R , R2 D F' D2 L U' L2 F L' F2 R F2 R2 D' F2 B2 D B2 U' L2 D 
D2 L' U2 B2 D2 L' B2 R' U B2 L2 D' F' B D2 U' L2 F L2 F2 , R2 U B' U' F2 U2 D R L2 U' B D L2 B2 D L2 U' F2 D' F2 B2 
D2 U' L' U2 D' F R' L' U' B2 U2 D' R' U B U2 R D2 B' L' , F' U2 D B' L2 U' F R' F' R U B2 U2 L2 D' B2 D2 R2 B2 
R2 D2 F' L2 D2 R' F2 B' D2 F' L' D2 L' R B' D R L2 F' R2 , U' L2 D' F' D' L' F B L D R U' L2 B2 D2 R2 B2 D' L2 D' 
L2 F2 B2 R B' F D2 L2 F' B' U D2 L2 R' D' R B R L2 B' , R F2 D R2 L D' B' U2 R D L' F2 U D2 F2 U' L2 D' R2 L2 U 
U F' L2 F L' B2 U R' B2 D L D B L2 D2 L2 F' D2 R2 D2 , D2 F' U2 R2 B2 U2 F2 D B R' U F2 D2 B2 U F2 D L2 D2 L2 
L2 D U2 B2 U2 F D B F L2 R U D F' L D2 R2 D2 B2 L' , R F' D' R' U' F2 R' B' L' D' L2 F U' R2 D' B2 D R2 U D F2 B2 
F2 B2 U' L R2 B2 F2 R B2 U' F2 R2 U L2 F2 L F2 D2 B' F , R2 F' B' R' U B2 L' F2 B2 R L2 D2 L2 U2 B2 U' B2 R2 D' R2 
D' R D' U' B U' R L2 U D' B R2 F2 R U2 D2 L' F' B R , F2 R L' F' R2 L D' L2 F2 U R' B2 D' R2 F2 D' F2 D' B2 D R2 
R' F D2 L2 F' B2 R' B2 F2 L R2 U' F L2 B' F R U' B2 D2 , U' R L D2 L2 D' R B' U F2 R L2 B2 R2 D L2 D' F2 U2 D F2 
R' U' B D' F2 L2 D2 R U' L' D2 B2 D' L2 B' U' B L B2 F , F' R2 B' D' R L2 D2 F U D' F B2 D2 B2 R2 U L2 U' L2 F2 U' 
B2 F R L' B2 U2 B' U R2 F2 D' U2 B2 F R' L U2 R' B L , U R' F B2 U2 L' U' R U D' R' U' R2 F2 U R2 D' B2 U' R2 U' 
B U L' F B' L R2 D2 F2 R2 U' F2 B2 U R F2 D2 F2 D2 F' , L' B U F2 R F L F' U D' F R2 B2 U R2 U D2 B2 L2 F2 
F2 L2 D2 B2 F2 D' R2 U D2 R2 D' U2 L2 D' R U2 R2 D2 R U' , U R L2 U D2 L2 U2 R' U' L2 D' R2 B2 U2 F2 U' L2 F2 
R' U2 B2 L' D' F2 U F2 R2 B D R' U' B2 L2 R2 B' L' R2 B2 , U R' D L2 U' R2 B' U L' B' U B U' B2 D' L2 D2 R2 F2 U2 B2 R2 
D L2 R2 B2 D2 L2 B L2 F2 L R' D2 F R2 L2 U2 F2 B' D2 L2 , R' B2 D' F D L2 F2 B2 L B' U L2 U2 R2 F2 D' R2 B2 L2 
L2 U2 F' U R F2 U' B2 L U F2 L' R2 F2 U2 R' U2 F B D' , L' U2 L' F U L2 U' R D2 B L2 U' F2 R2 F2 R2 D' B2 L2 F2 
R L B' F2 D2 R2 L' U F2 R2 U2 F2 L2 R F B2 L2 F2 R2 B' , R' F L' U F2 L2 F U2 B' U L D R2 L2 D R2 F2 D F2 U R2 
L2 U' R' L' F2 U2 F2 R2 D' F D2 U2 R' F L2 U2 D2 L' U2 R' , U' F' B U2 L' B' R' L B D F R2 B2 D2 L2 U2 L2 B2 U' R2 
F' R' F L2 R2 F2 L2 D2 F2 R2 D' F2 B D L D L B2 L2 U' , U' F' R F' R' F B2 L2 B' D' L F' R2 U' D R2 D L2 D' R2 F2 
U2 B' U2 F L R' D2 U B2 F2 L' F2 L F B2 R2 B2 D' B L' , U2 F U B' U R F' R L' U R' D' F2 D' F2 R2 U' F2 U2 B2 D2 
B2 U2 L' D U' R' F' D2 R2 U2 R D' U2 B2 F2 R' F' U F R2 , U B' L2 U F' R' F' B2 U' D F' R2 U' L2 U2 B2 D' R2 F2 B2 
U' L2 R D2 U' L' F D2 U2 R2 L D R2 D2 F2 B' R L2 U2 F2 , R U' R2 U2 B' R2 U2 F2 D2 F' L' F2 U R2 D2 B2 D' F2 U R2 U' 
F2 B2 L D' B2 R U' R2 F B2 U2 F2 R2 D2 F2 U' R' D' U2 R2 , R U' L2 D2 L D2 F' D B2 L B2 L2 U2 R2 D' F2 R2 U' R2 F2 
F' U2 R2 B' R' F2 R2 U' L F2 L2 U R' D2 L U2 F' B R2 F2 , U' F L' D2 L D R B2 R' U B R U2 B2 L2 F2 U2 R2 U' B2 L2 U' 
L R2 U2 R2 F' R2 B' L' F' L2 B2 R2 F B' D U2 F D2 B F2 , L' F' D2 L F D2 R2 F2 U' R' B' U' B2 L2 U2 R2 U2 B2 L2 F2 
R2 F2 R B2 R2 U' B2 R' D L2 R2 U B R' B2 R' B' U F2 R' , U D' R2 F' D F B U' B R D L2 U' B2 R2 B2 D2 
L U2 R2 F2 L2 R' U L R2 B2 D2 R B' F' L2 D' F R2 D' R , R2 D' R F' B2 U' L2 B L' U R D2 B2 D' L2 D2 R2 D F2 U L2 
F' R U B' U2 D' R' B' D U' L2 R D2 B' R' L2 B2 U2 L2 F2 , U R' D2 B' U2 B L D F2 L F L2 D' B2 D' F2 D R2 B2 U F2 
L' F' U2 D F2 R' F2 U' B' F L2 D' U' R U2 F' B U2 R B , U2 B' R D F B' U F L B2 L' U' B2 U' F2 U' R2 U' F2 U R2 
U L2 D2 F2 D2 B' R U2 D' F L2 B2 D' R2 U' F L2 F B2 L' , F' L F' U R' U R' U' F' R B2 R2 D' F2 U B2 D R2 D R2 
D' U L B2 U2 D2 R U' F B2 R' B2 D2 B2 L2 F2 B' D F2 D , U2 R L F2 U F2 L' F2 B' D2 L U' R2 D' L2 D' F2 U' B2 U2 F2 
B2 L F B U2 R F L F2 L' R F2 B L B' R' U L2 D2 R2 , R2 D' R2 D F' R' B2 L F2 U2 F' B2 U' R2 L2 U' L2 B2 D B2 
U2 F2 L U2 R2 U2 R F' R' D R B D' U2 R F2 L2 D R' D' , R2 B' R U' F L2 U2 F R D' L' F2 L2 U' F2 D2 F2 U' R2 D2 R2 
L' F2 U2 D' F D2 B' R D' F2 U2 F2 U' D L2 B F2 R' B' F' , R' F' B2 L U2 D' B' R2 B2 R2 L' U2 R2 D R2 L2 D' F2 U' D F2 
F R2 D L2 F U' L B L' U' L2 R D' F R' F2 D' L2 B' D2 , B' R' L2 B' L2 B2 D2 R2 U' R' F2 U2 L2 F2 U' B2 R2 D' L2 U' 
L' R2 D2 B' D2 B U' B2 F2 L2 R2 B' U2 L F2 L F' B2 R2 B2 , U2 F2 U B R B U B2 R2 F U2 D' R2 D' F2 R2 B2 L2 U2 F2 
U2 R D U2 F' B R2 F2 L2 R D2 F' L' F2 U D2 R U2 F R2 , U B U2 L F D' F' U D' F B2 L' U2 F2 D' R2 L2 D L2 U2 L2 
R U2 D2 L' F2 L' U2 B2 U' L' D2 B' U' L2 U2 B' F2 L2 D2 F , D' F' B' D2 R2 L' D' B' L' U B2 R2 B2 L2 U D2 F2 U D 
D U2 B' F' R2 B D2 F2 U' D' B2 L' U2 L2 B2 F D B L2 R' , R2 B' R' U F2 U' F U R' D2 R L2 D' B2 D' L2 U B2 U2 B2 R2 
B2 U' D2 F2 B D F2 R' U2 D L2 R2 B2 L2 R' D' U' L2 B2 U , D L F L' U2 R' F L F2 U' R F2 L2 D R2 B2 U' F2 D2 F2 B2 
D2 L' B' F U2 R2 L2 B L B F' R B2 F' R2 B U2 D' R2 B , R' F D2 L U L2 D R' U B R B2 L2 D' F2 D B2 L2 U' F2 U2 
R2 U F D' U2 R2 D2 F D R' L2 B' F2 U2 F2 D R2 F2 R2 B , B2 D2 B' U B' R' L2 F2 D2 F' L2 F2 D L2 U2 B2 D L2 D2 F2 
R' B2 U2 B2 L2 U2 R2 F' L2 U' F2 B2 D2 R2 D L' F' U' F R , R D L D F' L2 F' R2 U' R' D R2 L2 U R2 U R2 L2 D2 
D2 L2 F' U2 D2 F' R2 D' B2 F' L2 U2 R2 F D2 L' U' D2 F2 D2 , U' D' R B' D F' L' B' L2 U' B2 L' B2 U B2 U F2 B2 U R2 F2 L2 
F2 U2 F2 L R B2 R2 L2 B D2 B2 F2 L R2 B R' B' U' F2 R2 , D2 F U2 B' R2 F L' F B' R2 F2 D R2 F2 D B2 R2 F2 R2 
U D2 L' F2 U2 F2 D U2 B L2 U' D' B' F2 D2 U R B2 L' U , R2 U D2 R F U B' U R U B' U2 R2 L2 B2 D' R2 U' R2 D2 F2 
R' B2 L' B U2 B2 U2 D' F' B2 U F' R2 L2 F2 L' F' B2 R' B2 , U2 F D L U L U' R F U' B' R2 U' F2 B2 D' L2 D' L2 D' R2 
B2 R2 U2 D2 L' R F2 L' D2 R2 L' B2 U2 L2 R2 F' D' L' B2 F2 , F2 B2 L D F D2 F2 L' D2 R D2 F2 R2 U2 R2 F2 L2 D2 B2 
R F L2 F2 B2 L D2 R2 B F2 L' B2 R2 L2 U L' R B F U2 , U2 B L' F2 U D F U B2 L' F D2 B2 U F2 U R2 U' D2 L2 D' 
U2 F2 L2 B2 D' L2 R' D2 L' U2 B D2 U L' R2 U2 L' B R' L' , R B' L' F' L2 B D L2 B R' L U R2 L2 B2 R2 B2 D B2 D L2 
D F2 U R' U2 B L' U' B D2 L' D B2 D2 B2 U2 D2 F L2 D2 , U2 R2 U R2 F' D F' L' F' D2 F U F2 U2 F2 L2 U' B2 R2 D' F2 
R' B2 R2 F' D2 F2 L' R2 F2 D2 B U2 F L B D B2 R2 L D2 , U D R2 F L' B2 L2 B U B' R2 U B2 L2 D2 R2 U' D2 F2 R2 
L2 R B' D F2 R' D2 B2 D2 R B2 F' U R2 U' F L' B F' U , U B2 L' D2 B' U' R' F' U B' L F2 U L2 U' D' R2 U L2 B2 L2 
D' U' B U2 R2 F' L' U' F2 U R F B D' B' R2 U2 L' R' F , R2 L D' L' B D' R' D2 R' U B' D L2 D R2 D' R2 B2 D' B2 L2 
F B' U F D' R2 L2 D' B R2 L B2 D2 B2 F2 L2 F' R' D2 R' , B U' L2 F2 R' B2 D2 F L' F2 B' D2 R2 U F2 R2 D' R2 B2 U' 
B' F' L2 B' R2 U D' F2 U D2 L' D' F' B2 D2 U2 F' R D2 F2 , F2 R' D F2 R U L2 F L2 U' L2 B2 L2 D R2 D' L2 U' 
B' D2 U2 L R U2 L2 R2 F2 B2 R2 L2 B2 R2 L2 U' D' L R2 B2 , U2 B2 L' U D' R L D2 B R2 F2 U' R2 B2 L2 D' F2 B2 
U B' D F2 B2 D R2 L D U' F' L2 D2 U2 B R2 D' F L' D2 , R' L' U' B' L U L' U' B2 R F' R2 U' L2 U' R2 D' R2 U F2 L2 
D' U B U' L' U2 F' D2 U' F R2 B2 U' R L U2 F2 L2 B D , F R B2 R2 B' L' F2 U R F' R' F2 D L2 U' L2 U' F2 U2 
D2 U L U F2 R L D2 U2 R' B2 F' U2 B F' U2 L2 F2 B' U' , R U' B R L D2 L F R2 B' U2 F2 U' L2 B2 D2 F2 U F2 U' 
R2 F' B' D' B2 U' B2 R2 U2 F2 R' U2 B2 F D2 F2 U R2 B2 D2 , U' F D B' D L D B2 U D2 F D R2 B2 D B2 U R2 L2 U' 
B' D' F' R D B' D R B' R2 L2 F' D' B U2 B' D2 U2 R' B2 , B' D R2 U L2 B' L F2 R' B U' L2 F2 U B2 D2 F2 D F2 
U2 D L B2 U' F2 L D' L B2 D2 U2 B2 F R B2 R2 F2 L U2 , U2 L2 D B2 R2 L D B2 U' R B' D L2 D2 L2 F2 D L2 F2 L2 U' 
D2 U2 F B2 L' B2 U B2 F U2 R B U F D B2 D' L2 F' D2 , R2 F2 U R' B' L' B2 D2 B' U' L U2 R2 F2 D' F2 U' F2 B2 U2 R2 
L2 F2 R2 B F2 D L D2 R2 L2 B2 U' R2 U' D' F2 U' B' U2 D , B' U2 F L2 D B2 U2 B' L2 U R' D' L2 U2 F2 U2 B2 U2 R2 L2 B2 
B2 D R2 U2 L2 R' D2 L U2 D L2 F2 R U' F2 B' R D2 U2 F , F L2 B U' F2 U' F2 B R' F B2 U2 F2 D' R2 U2 D L2 F2 
B F2 R' B' D' R B' R B2 R2 D2 L2 U' D R2 U2 L2 R' F B , F' R F B2 R' D2 B D' F2 L' F D2 R2 U2 L2 F2 L2 U' B2 U' F2 
F2 B L2 F2 U' F' B2 L2 U' B2 D' U2 F2 R2 D2 B2 L R' B L , U F L2 F D B L F2 R F' D2 F' L2 U' L2 D B2 U F2 L2 U B2 
U2 F2 D' F2 B U' D L2 R' F2 L2 B D2 R2 D2 R' D2 R F' L2 , U' D F2 R2 B2 L2 F' U' F2 L B' L2 B2 L2 D' B2 U B2 D2 R2 D 
B F2 U2 B' D2 U2 B F2 R2 D' F2 L2 U2 L2 U2 F2 B D F' B , R2 L2 B' U2 L2 U' L2 D2 B' U2 D' B2 R2 L2 U' F2 B2 R2 D' 
R' D' F2 R B2 U' R' L U B L F D2 B2 U2 R2 U B2 F D2 , U2 B2 U' R2 D L F' L' B' U D2 L F2 R2 B2 U D2 B2 D' L2 B2 
R L' U' D B D L2 F2 B' L2 F' L2 B2 R2 D2 B2 F2 D' R2 F' , F' L F2 U' F D2 F U F D2 R' B2 U' R2 F2 D' B2 U F2 D' B2 
D F2 L2 D B2 R2 B2 R' U' D L2 D L' U2 L2 F' U' D2 F U , U R' L2 U' B2 L' D L2 B' D2 R' F2 U' R2 B2 D B2 R2 D R2 U' 
F2 R L' B2 F' D' B' L2 R B2 F2 D2 R2 F B R2 D2 F2 U R' , L F' U' D B2 U2 R2 F2 R' U B R2 B2 R2 D' F2 L2 F2 U2 F2 D2 
U R' L' F2 B L2 U2 R' F' D2 U' F2 R B' D' U R2 B2 F2 U2 , D2 F2 L' U R F R' D2 L2 B' R' B2 D' B2 R2 U' R2 D B2 L2 D 
D R2 L2 D2 R2 L2 F B2 L U2 F2 L' R2 B U2 R2 D' U' R' B , F2 R2 U' F2 B U F B2 U R' D L2 D B2 L2 U' L2 D2 R2 
F2 B2 D2 U2 B' R F B U2 B2 D2 U2 R' D2 F2 R F D' R2 U , R' B2 R2 F B L U2 L' U' R2 F B2 L2 U' B2 D2 L2 D' F2 B2 R2 
D F' L D2 F2 U2 L2 B2 F2 R2 F2 L U2 D2 R' F2 U2 D2 F D , D' F' D2 F2 U2 L' B U' D F2 R2 L2 B2 U' 
D2 L2 D F2 B' U2 L2 U' L D2 F' L B D2 L2 D' B2 U2 R' B2 , U F B U2 R2 D F' R2 F' U' R' F2 D L2 D' F2 U2 L2 F2 D' 
L' U2 D F2 D2 B D B D' U L' B L' D2 R2 B U F' D2 R' , F' D2 R F2 U2 B R' B2 R2 L' F2 B2 U F2 R2 L2 U' F2 U F2 
D2 U F' U' R2 L2 U B D2 R2 F D' U' L F R2 F' U' B' R2 , F D R F B2 R' B L D R L U2 L2 F2 D' R2 U' B2 R2 U R2 
L2 D' F L2 R2 D2 B2 L2 F2 B2 L2 B' F2 L2 B2 R2 B2 R2 U' R2 , R2 U D2 F2 L2 F D2 B U' B2 R2 L2 U2 D R2 U2 F2 D' 
F U R2 B2 L2 U F L U2 D2 B L U2 F2 R2 F2 D L B2 F' , U F2 U2 D2 L' B' U F2 B' U R' B2 R2 L2 U L2 D B2 L2 U F2 
B2 F R2 F2 U2 F R2 U2 D2 L2 D2 B R' F2 R' U2 L2 U' L D' , U D' F2 U2 L' F2 L' B L D2 L' D' L2 B2 D L2 U2 L2 B2 U R2 
D U' R2 F' L R2 D2 L2 D F2 D' L2 F2 L2 B' F U2 R2 B' U , U D' B L F U' B2 L2 D' F2 U B R2 D2 B2 U R2 U R2 U' B2 
U D2 B2 U2 L2 D R' D B2 D2 U' F2 R' D' F2 L2 D L R2 F2 , U F' R' B2 D' F2 L' F B2 L' U2 F2 U F2 D' R2 F2 D2 F2 U2 
R F D' L F2 U2 F2 U2 L' F' D2 F2 R2 B' R' F2 D' R' D U2 , R' B' R' F D2 B2 R L2 D2 B R D B2 D' F2 L2 U L2 D' F2 D2 
F' L F2 D R2 D2 F2 B L' B2 L F2 D' R F L' B R2 U L2 , U' F R2 F' R2 L2 U2 L B U' R' L2 D2 B2 D' F2 U' B2 D2 F2 D 
U B R2 U' F D2 R2 B2 R2 L2 U L' B2 R2 U' F2 L R U R' , F L2 F U' D F D' F' R2 L' F' D B2 D R2 U R2 D2 R2 B2 D 
F U' F' B' U2 D B2 L D2 B' D2 L D F2 R B2 F U' R2 F2 , R' F2 L' F U' L' U' R D B L B2 L2 U L2 F2 D2 L2 D F2 
U F2 R2 L' D B R2 U2 D' B2 R2 D R2 B2 D' L' R2 D' R F' , U F R D F R2 L U2 F2 D R2 B' U B2 U2 F2 D' R2 B2 D B2 R2 
L' R2 F B' D2 U' F2 L2 U2 R2 F' B R2 U B2 F2 L2 F2 B2 R , U F D2 R L2 B R U2 B2 R' U' F2 B2 L2 F2 B2 U2 F2 D' L2 
L2 D2 L2 B R2 D L2 D F' U2 R F' D L B' U2 F' B2 L2 R' , U' B U2 D' F U R' U B' L D2 B' R2 B2 R2 U D2 L2 U F2 R2 U 
D2 U2 B2 F2 R L2 U' D' R2 D L2 U B2 D2 B2 R2 B' L2 F2 B , U2 D F2 L2 D' R' B' U B U F2 R2 B2 R2 B2 U' L2 U D2 
F2 L' U' F2 U L B R U D' R2 F2 D U2 L2 B U2 D L2 D' , U2 D2 L D' R D L' D B L U2 L2 F2 R2 B2 U F2 B2 L2 U' 
D U F2 R L' D U F2 B2 D2 U' B F2 L R' B' F2 D R' U2 , U R2 F2 U2 D R F2 D' R2 F' D2 L U2 R2 F2 B2 R2 D2 F2 L2 U' 
R2 U2 B L U2 D' B' D' R2 B2 R' U2 B2 R2 L2 B U2 B2 L2 D , U R2 U2 L2 D' R F L F2 U2 B' R' U' B2 R2 U2 F2 R2 D B2 L2 D 
D U R' U' L' R D L' D' R2 U2 B D2 F D' L' D' B2 L2 U2 , B U D' L D' R U' L2 F2 B R' L2 D' F2 B2 D R2 D2 L2 F2 D' 
U2 B R2 U2 R U D' B2 L2 D' L' D2 U2 L2 B2 R2 U' L R2 B2 , F2 U R L2 U2 D F' U L' D2 B' D' L2 F2 B2 D R2 U F2 R2 
B2 L F2 B D2 R2 B2 D2 R2 L B U F2 R' L' B2 U2 D F2 R' , U2 L' U' R L' F2 R U2 D F2 B L' U B2 U' L2 D' R2 F2 R2 B2 U2 
R2 F2 U2 R D R' L2 U2 R2 D L B2 D2 U R2 D2 F D B2 L' , U2 D B' L2 D R2 B' R' D' F2 B L F2 R2 F2 U L2 U' L2 B2 D' B2 
U' B' R2 L U2 D' R' B2 F' R' U2 F2 L' U2 B L' R D2 R2 U2 , U L2 D2 F D' L' D F U F2 B' L D F2 B2 L2 B2 U' R2 D' R2 D 
B' F' L2 F' R2 D2 L F B2 U2 F2 R2 L2 B2 F2 D B L2 U2 D2 , F2 R B U2 B D F2 R' U2 R D' L2 D' F2 D' R2 D2 F2 L2 F2 
B2 L2 D F2 R' D2 L2 U' R L2 U2 D' R2 F' B2 L F' B U2 D' , D B' U2 D' L B' U' L D2 L U2 D2 R2 D' F2 B2 L2 F2 D' L2 
B2 L' U' L' D' F2 U2 B' U D B' L2 R2 D' B F2 L2 F2 B R' , R L' U' F' L' U D' B2 D2 R' D' L2 U' B2 R2 D2 R2 U' F2 U' 
L' U R D2 B2 D2 U2 L R2 U' L' B' D2 L2 R2 U R U2 B L , U L2 D' B U L D B' L D R F2 B2 U R2 D' F2 U' L2 B2 U2 
F2 R' B' L' R2 B' U' L' F2 D2 F2 B R2 U2 L2 U2 D2 B2 U2 B' , R F D F' B2 D2 L U' D' R2 B' U L2 B2 D2 B2 D2 R2 B2 U 
U2 R2 F' B2 D2 B2 R2 U F2 B' L R2 U F L2 D' L2 F2 L2 U2 , F U2 R B R' L U2 F2 D' L' B' U2 R2 B2 U F2 D L2 F2 L2 U' 
F R2 U2 F2 R2 F' D2 F2 L2 B2 U B2 L2 F D2 R' D2 R' F R2 , B U' F2 L F2 B D' R U2 R D R2 U F2 U2 B2 L2 D2 L2 U2 
D' R2 L' U2 B' F R D' R2 L2 F' R U' F2 U2 R2 L2 D2 U B2 , B U F2 D' B U' F R2 U' B' R D' F2 D F2 B2 R2 U' B2 R2 U2 
L2 R B D' U' R2 F2 U2 D' F2 B' L' B2 D2 L U2 L' B L D , U' F2 B' D L2 D R B' R' D' L' D2 F2 U' L2 D2 F2 U' F2 D F2 
B' U2 F' R' L2 U' F' U' B' U' B L' B2 U2 F L' U2 R' L2 D2 , D2 F' L U' F2 R F U2 R F' B U' B2 R2 D2 B2 U' F2 D R2 B2 
F2 L2 R U B F' U D2 R2 F B2 D L2 R2 D U2 F B2 L B2 , U R F2 B' R U L2 U D2 F' L2 F2 R2 U' L2 U' F2 D2 L2 U' 
F' D L2 F2 B' U2 R2 F D F B2 U F2 B2 R2 L2 F2 L2 D2 B' , U F' D2 B' D' F U B' D2 F' L2 U L2 B2 D2 F2 U F2 L2 
L2 D2 L' F2 R L' D2 U' F2 R2 L2 F2 D2 R2 U D2 R D L R' , D' F2 B2 R2 U' F2 L' U' D L F2 B2 U R2 D2 B2 U2 D' R2 D' 
L' R D R F D2 R' B F R' F L2 D2 U' L' R U2 B2 D2 B2 , F D2 F B2 L2 B R B2 D' R2 B U2 R2 F2 U2 D' R2 D L2 U' F2 
L' U' D2 R2 D2 F U D2 B U2 B' F R' L2 U F2 B L2 U' R' , U2 R' L' B2 D L F2 D' F B2 R U B2 L2 U B2 L2 F2 U' B2 R2 
L U2 B' D2 R D U2 B' D F2 L U2 R U' F2 D2 L2 B2 R2 U , U2 R' F D' R U R2 U2 R2 B2 R' B2 R2 F2 D B2 L2 U2 B2 R2 D' 
F U2 B' F2 D' L' B F2 D F2 R' B2 L2 F2 B2 D' R' L2 F U2 , U2 B2 L F2 U' R' U2 R' B U F B2 D R2 L2 U' F2 D F2 R2 U2 
D2 L F' R2 B' D2 R' B2 L2 R' U' D2 L2 D R2 B' F2 D2 F2 R' , R U' F' U D' B' R U L2 B R F2 L2 D' L2 F2 D2 F2 D B2 D' 
R D' B2 L' R' F2 U L2 U2 F2 R2 L2 U' R2 F B' D R2 F2 D2 , D2 R F D' L2 U' F L' F2 B' L' U2 B2 U L2 D R2 U B2 R2 U2 
F R' U2 D' L2 D L2 U F D2 F B' L2 D' L2 D' R2 L2 B' L' , U D' L F' U F U2 R2 U2 D2 B' L2 F2 D L2 U R2 L2 B2 L2 U' 
U2 B L' R D2 F R D' R2 D2 F' L2 D2 R' F2 B U2 F L F2 , U' R B R U L D2 R' B R B L2 U D2 F2 L2 U2 F2 R2 U' D' 
F' D2 R B' U D2 F' D' R F2 R D B D' U2 F' R L' B2 F' , U' B2 R B2 L D F2 R' U2 B' R F2 L2 U2 D' R2 U B2 U2 F2 U2 
R B' U2 D2 F B' R2 F2 R U2 B' U2 R2 F2 U2 B' D U2 F R2 , B U2 B' L U2 B D' B D' L' U2 B2 R2 L2 U R2 U F2 R2 U 
D R2 F2 U R B2 U2 L R2 B' L2 B' L R U2 L D F2 U2 L2 , U R2 U R' F R F' B2 R' F U D2 R2 F2 R2 F2 R2 D2 F2 D' 
L D U' R U D2 B2 D2 L' F' L2 B' D' F2 B R L B2 L2 F2 , D B' U2 R' F L D2 B' R B' D2 R2 B2 R2 U B2 R2 D L2 
R B2 U2 F D U' B2 R2 B D L' F' R B2 D B D R U2 B2 , U L D' R D2 F' R2 L F' D' F' L2 D R2 F2 U B2 U' F2 B2 D 
B L D' B' R F2 L' D2 L' U2 R' F2 U R' L2 F L2 F R2 F2 , R B2 L2 F L D' F' R2 B2 D2 R' F2 U L2 U2 D L2 U R2 F2 D 
D' L F D2 F2 D' L2 B2 D2 R2 D' L U2 B2 U F' R2 D2 U2 F2 , L F D' L D2 B' L2 D' F B L2 F2 U2 L2 U' R2 F2 D' F2 L2 
