Scramble (State),Solution
U2 F2 B2 U' F2 R2 B2 U2 B2 D2 R U2 R2 U' F2 D2 L2 D2 U2 B2 , L2 U U U F2 Y U F2 Y L U' L' F2 Y F U' F' U F2 Y R U R' U' R U R' Y U R U2 R' U' R U R' Y R U' R' F' U' F Y R U2 R' U' R U R' Y U Y' U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U R U' L' U R' U' L U R U' L' U R' U' L U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U 
B' D' L2 U2 F2 R2 L2 F2 R2 U2 F2 B2 R' U' F2 L2 B' U' F' L2 , F' U F U U U F2 Y U F2 Y U U F2 Y U F2 Y B' U B U2 R U R' Y U2 R U R' Y U R U2 R' U' R U R' Y U2 R U R' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y Y U' Y U' L' U L U F U' F' Y Y Y U Y' U R U' R' U' F' U F Y Y Y U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U U U 
R L' U' B2 R' B2 L' R2 F2 L D F B' L2 U L2 D2 F2 D' U2 , F U' F' U F2 Y B2 U U F2 Y R2 U F2 Y B L U' L' B' F2 Y L' U' L R U R' Y U R U R' Y U2 R U R' Y F' U' F Y U Y' U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y Y Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' U R U' L' U R' U' L U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U U U 
L2 R' B2 L2 F' D' L B2 L2 D2 L2 D L2 B2 L' R F R' U2 B2 , F' U F U U U F2 Y B R' U R F2 Y R' F' U F R U U U F2 Y F2 Y L' U' L F' U' F Y R U R' Y U2 R U2 R' U' R U R' Y U2 R U R' Y U R U' R' U' F' U F Y U2 Y2 U' L' U L U F U' F' Y Y Y U Y' U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y U Y' U R U' R' U' F' U F Y Y Y U Y' U R U' R' U' F' U F Y U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' U U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U 
L D2 R B U B R2 U' R2 B' L F2 B L' B' R2 L2 D2 R' D2 , U F2 Y F U' F' U F2 Y U F2 Y L F U' F' L' U F2 Y B' U2 B F' U' F Y U' R U2 R' U' R U R' Y U R U R' Y U2 F' U' F Y Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y U2 Y2 U' L' U L U F U' F' Y Y Y U' Y U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y F R U R' U' F' U2 F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U R U' L' U R' U' L U R U' L' U R' U' L U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U U U 
D U2 R2 L2 F D' F' R2 D' B2 R2 F' R U R' L2 F' B' U' L' , U U U F2 Y F2 F2 Y F U' F' U F2 Y L' U' L F2 Y U2 R U2 R' U' R U R' Y R U2 R' U' R U R' Y U2 R U R' Y F' U' F Y U2 Y2 U' L' U L U F U' F' Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y Y U' L' U L U F U' F' Y Y Y Y U' Y U' L' U L U F U' F' Y U U F R U R' U' F' F R U R' U' F' U U U U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U 
F2 L2 B' U2 D2 B' F' R2 D2 F' D' U' F2 B R2 D2 U R' L2 D , U U U F2 Y U U U F2 Y U U F2 Y L F U' F' L' U F2 Y R U R' U' R U R' Y B' U B U2 R U R' Y U R U R' Y U R U2 R' U' R U R' Y U2 Y2 U' L' U L U F U' F' Y U' L' U L U F U' F' Y U' Y U' L' U L U F U' F' Y Y Y Y U Y' U' L' U L U F U' F' Y R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U U 
D2 R F2 U L' U2 B U L B' L2 F2 L2 R D2 U' B U2 D F , R2 U F2 Y R2 U F2 Y B' U B U F2 Y R U R' F2 Y U' F' U' F Y U2 F' U' F Y U F' U' F Y Y U2 Y2 U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y U R U' R' U' F' U F Y F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U U U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U 
U' B' L2 F2 B D' L U' B U2 D2 L2 D L2 R2 U2 B2 D2 B2 F , U U F2 Y U U F2 Y B' U B U F2 Y F R U' R' F' U U F2 Y L' U' L R U R' Y U' R U2 R' U' R U R' Y U2 R U2 R' U' R U R' Y U' F' U' F Y U R U' R' U' F' U F Y Y U' L' U L U F U' F' Y U R U' R' U' F' U F Y U Y' U R U' R' U' F' U F Y Y Y U R U' R' U' F' U F Y Y U' Y U' L' U L U F U' F' Y R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U U R U' L' U R' U' L U R U' L' U R' U' L U U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U 
B2 F R2 F2 R2 L2 D2 B' F' L R2 U2 R' D2 B L' R F2 R2 F2 , F2 F2 Y R F' U F U U U F2 Y L U' L' F2 Y U F2 Y R U R' Y U R U R' Y B U' B' U F' U' F Y U' R U R' Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y Y Y U2 Y2 U' L' U L U F U' F' Y Y U Y' U' L' U L U F U' F' Y U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U U U 
R2 U2 L2 R F2 D2 U B' F2 U' R' B2 L F R2 B2 U D2 B R2 , B2 U U F2 Y R U R' F2 Y R' U R F2 Y F' R U' R' U U F2 Y Y U2 F' U' F Y B U' B' U F' U' F Y U2 R U R' Y U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y Y Y U Y' U' L' U L U F U' F' Y F R U R' U' F' U U U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U U U 
D R2 B' R2 F2 B2 L2 F' B' R2 B L D2 F' U R2 F2 D' R' D2 , R2 U F2 Y L' U' L F2 Y L' U' L F2 Y R' U R F2 Y R U R' U' R U R' Y B' U2 B F' U' F Y B U B' R U R' Y R U' R' F' U' F Y U2 Y2 U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y Y U Y' U R U' R' U' F' U F Y U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U R U' L' U R' U' L U R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U 
R L B2 R' L2 F' D2 F2 R' F2 U' R' F2 R2 U2 F2 B2 D2 U2 B2 , R' F' U F R U U U F2 Y F2 F2 Y U F2 Y B L U' L' B' F2 Y B' U2 B F' U' F Y R U R' U' R U R' Y U F' U' F Y R U R' Y Y U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U2 Y2 U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y Y U' L' U L U F U' F' Y Y Y Y U2 Y2 U R U' R' U' F' U F Y U U U F R U R' U' F' F R U R' U' F' U R U' L' U R' U' L U U R U' L' U R' U' L R' D' R D R' D' R D U U R' D' R D R' D' R D U R' D' R D R' D' R D U U U 
R F2 B U R' D2 L F' D' L2 U D' F' D2 B F D L2 B L , L2 U U U F2 Y U U U F2 Y F R U' R' F' U U F2 Y R' U R F2 Y B U B' F' U' F Y U2 F' U' F Y R U' R' F' U' F Y U R U R' Y U Y' U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y U Y' U R U' R' U' F' U F Y Y Y U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U U U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U U 
L' R2 D2 R' U2 R2 L2 D F2 D2 F2 R' D' L' R F2 R L' F2 D2 , L' U' L F2 Y B2 U U F2 Y F2 Y B' U B U F2 Y R U' R' F' U' F Y Y U' R U2 R' U' R U R' Y U R U R' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y U' L' U L U F U' F' Y U R U' R' U' F' U F Y Y U Y' U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U 
F D2 U' R' L' B D' U2 R2 F2 D' L B2 D' U L D L R' F' , L F U' F' L' U F2 Y F2 F2 Y R' F' U F R U U U F2 Y B L U' L' B' F2 Y B' U2 B R U R' Y U F' U' F Y U2 F' U' F Y R U' R' F' U' F Y U' Y U' L' U L U F U' F' Y U' L' U L U F U' F' Y Y Y U' Y U R U' R' U' F' U F Y Y U Y' U R U' R' U' F' U F Y F R U R' U' F' U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U 
R2 B' F2 D' B2 U' F' U2 B2 L' U F B2 R L' F' R B2 U' D2 , R U R' F2 Y F' U F U U U F2 Y F2 F2 Y L' U' L F2 Y U2 F' U' F Y B' U2 B F' U' F Y Y U' F' U' F Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y Y Y U Y' U R U' R' U' F' U F Y F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' U U R U' L' U R' U' L U U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U 
D2 R L F2 L2 B' D2 B' D' F2 L D L2 R2 U2 R2 U' R2 D2 R' , L2 U U U F2 Y U F2 Y U U F2 Y F2 Y L' U' L R U R' Y U F' U' F Y R U' R' F' U' F Y R U R' U' R U R' Y Y U2 Y2 U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y Y Y U2 Y2 U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D U U R' D' R D R' D' R D U R' D' R D R' D' R D U 
D' B2 F2 U L F2 U' L2 U2 L2 U2 B' U' L2 B2 R2 F L2 F2 L2 , L' F U' F' U F2 Y F' U F U U U F2 Y F2 Y R U R' F2 Y L' U L U' R U R' Y R U2 R' U' R U R' Y U' R U R' Y U R U2 R' U' R U R' Y U2 Y2 U' L' U L U F U' F' Y U2 Y2 U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U 
R2 F' R F B2 R2 U' F' L' B2 F U' D2 B' F' D2 B2 U' D2 B2 , L' F U' F' U F2 Y F2 F2 Y F R U' R' F' U U F2 Y L F U' F' L' U F2 Y B' U2 B R U R' Y B U B' F' U' F Y R U' R' F' U' F Y U F' U' F Y U Y' U' L' U L U F U' F' Y U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y Y Y U' Y U R U' R' U' F' U F Y Y Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' U U U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U U U R' D' R D R' D' R D U U U 
D2 R F' L2 R2 D2 L2 R' F2 U' R2 B2 U2 D F' R F D2 R L , F2 F2 Y R U R' F2 Y F U' F' U F2 Y U U U F2 Y U2 F' U' F Y U2 F' U' F Y U' F' U' F Y R U R' U' R U R' Y Y U Y' U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y Y U Y' U R U' R' U' F' U F Y F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D U U R' D' R D R' D' R D U 
U L B L2 F' B D2 L2 U2 D' F2 U R' L B' R' U2 R' U' F , L' F U' F' U F2 Y B U' B' U U U F2 Y L' U' L F2 Y U U F2 Y L' U' L R U R' Y F' U' F Y Y U2 R U2 R' U' R U R' Y U' L' U L U F U' F' Y U2 Y2 U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y Y U Y' U' L' U L U F U' F' Y F R U R' U' F' U2 F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U R U' L' U R' U' L U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U U 
L2 U2 R' U R2 D' L2 F2 D2 B' L' R2 D' U2 L2 F2 B L D' L' , R U R' F2 Y F2 Y L F U' F' L' U F2 Y R' U R F2 Y U' R U R' Y Y R U' R' F' U' F Y R U2 R' U' R U R' Y U' L' U L U F U' F' Y U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y U' Y U' L' U L U F U' F' Y U U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U 
L R2 F2 B2 R2 L D2 L U2 R2 L' U' D2 F R2 D L D2 R2 L2 , L U' L' F2 Y F2 F2 Y U U F2 Y F U' F' U F2 Y U' R U2 R' U' R U R' Y U' F' U' F Y U' R U R' Y R U' R' F' U' F Y U2 Y2 U' L' U L U F U' F' Y U2 Y2 U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U2 Y2 U' L' U L U F U' F' Y Y Y Y U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U R U' L' U R' U' L U U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U 
L' R D2 U' L' D U F D U2 B D R2 D R U2 D2 R2 D2 L , R U R' F2 Y F R U' R' F' U U F2 Y U F2 Y F' U F U U U F2 Y B U' B' U F' U' F Y R U R' Y B U B' F' U' F Y F' U' F Y Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y U Y' U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y Y U2 Y2 U' L' U L U F U' F' Y F R U R' U' F' R U R' U R U2 R' Y' U U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U U U 
R2 L2 B U2 F2 R2 F2 R2 B' L D2 F2 D2 U B L U L' R2 F2 , F2 Y F' U F U U U F2 Y R F' U F U U U F2 Y L U' L' F2 Y U' R U2 R' U' R U R' Y R U' R' F' U' F Y R U2 R' U' R U R' Y U' R U2 R' U' R U R' Y Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y U' L' U L U F U' F' Y Y Y Y U2 Y2 U R U' R' U' F' U F Y F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U U 
B' F2 D2 F2 R' F' R2 D B' D U' B2 U D2 L U' R2 B2 U2 B2 , U U U F2 Y B U' B' U U U F2 Y R U R' F2 Y B U' B' U U U F2 Y U R U R' Y B U' B' U F' U' F Y R U R' U' R U R' Y U F' U' F Y U R U' R' U' F' U F Y Y U Y' U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U' Y U R U' R' U' F' U F Y Y Y U Y' U' L' U L U F U' F' Y F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D U U R' D' R D R' D' R D U U 
D2 R2 B2 F2 D R' F2 R L' B2 U' L2 U' F U2 D2 L2 U2 L2 R' , F2 F2 Y U F2 Y B U' B' U U U F2 Y U F2 Y U2 R U R' Y B' U2 B F' U' F Y R U R' Y F' U' F Y U' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' L' U L U F U' F' Y Y Y U2 Y2 U' L' U L U F U' F' Y Y Y Y U' Y U R U' R' U' F' U F Y F R U R' U' F' U2 F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U U U 
B' L' U2 F R D2 R2 U' B2 D2 R' D' R' U2 L2 U F2 B D' L' , R2 U F2 Y F' U F U U U F2 Y R2 U F2 Y F R U' R' F' U U F2 Y U' F' U' F Y Y B U' B' U F' U' F Y U' R U R' Y U' Y U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y Y U2 Y2 U R U' R' U' F' U F Y Y U R U' R' U' F' U F Y Y U' L' U L U F U' F' Y Y Y Y U Y' U' L' U L U F U' F' Y F R U R' U' F' U2 F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U U 
F2 L2 F2 L U2 F' R' B' F2 L2 R' F2 D2 F2 D2 R D' U' F B , L' U' L F2 Y R' F' U F R U U U F2 Y F2 Y F' R U' R' U U F2 Y B U B' R U R' Y B U B' F' U' F Y R U R' U' R U R' Y U R U2 R' U' R U R' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' Y U' L' U L U F U' F' Y Y U Y' U' L' U L U F U' F' Y U U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U U U R U' L' U R' U' L R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U 
D' B' F2 D2 R L2 B' D2 R2 L B2 F2 L2 F2 U2 R F2 B2 L2 B2 , U F2 Y F2 Y R' U R F2 Y L' U' L F2 Y B' U2 B R U R' Y U' F' U' F Y U2 R U2 R' U' R U R' Y U2 R U2 R' U' R U R' Y U Y' U' L' U L U F U' F' Y U R U' R' U' F' U F Y Y U2 Y2 U R U' R' U' F' U F Y Y Y U' Y U' L' U L U F U' F' Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U U 
L R' B' R' D2 F2 U L2 F L2 U2 B2 U2 F L2 F' B2 R U' D2 , U F2 Y F' R U' R' U U F2 Y U U F2 Y B U' B' U U U F2 Y U' R U2 R' U' R U R' Y B' U2 B F' U' F Y U F' U' F Y R U R' Y U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y Y Y Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U U 
D' F' R B2 F2 L2 D2 B D F2 L2 U2 F' U2 D L2 B2 L' B2 L2 , F2 F2 Y F R U' R' F' U U F2 Y F' U F U U U F2 Y U U F2 Y R U R' U' R U R' Y U' F' U' F Y B U B' F' U' F Y U F' U' F Y Y Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U' Y U R U' R' U' F' U F Y U' Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' U U U U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U 
U2 R2 D2 R L' F2 L U' D2 L2 R2 U' F U' F2 L2 R2 U L U , B U' B' U U U F2 Y L' U' L F2 Y F2 Y B' U B U F2 Y U R U2 R' U' R U R' Y B U' B' U F' U' F Y R U R' U' R U R' Y Y U Y' U R U' R' U' F' U F Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y Y Y U2 Y2 U' L' U L U F U' F' Y Y Y Y U' Y U' L' U L U F U' F' Y U U F R U R' U' F' F R U R' U' F' R U R' U R U2 R' Y' U U U U R U' L' U R' U' L U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U U U U 
L B L2 F2 U2 L D2 U' L' R2 F2 L' R2 U2 F2 R' B2 F' U2 D' , B2 U U F2 Y F2 Y F2 F2 Y B L U' L' B' F2 Y B' U2 B F' U' F Y U' F' U' F Y U2 R U2 R' U' R U R' Y R U R' U' R U R' Y Y U' Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y Y Y U' L' U L U F U' F' Y U F R U R' U' F' U U U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D R' D' R D R' D' R D U R' D' R D R' D' R D U U 
D F2 R2 F D2 F U D L B U R2 F2 B' U2 R' B R B' D2 , U F2 Y F' R U' R' U U F2 Y L F U' F' L' U F2 Y B U' B' U U U F2 Y B' U B U2 R U R' Y U' R U R' Y F' U' F Y Y U R U' R' U' F' U F Y Y U' Y U' L' U L U F U' F' Y Y U R U' R' U' F' U F Y U' Y U R U' R' U' F' U F Y U R U' R' U' F' U F Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U R U' L' U R' U' L U U R U' L' U R' U' L R' D' R D R' D' R D U U R' D' R D R' D' R D R' D' R D R' D' R D U U U 
B2 U' R2 F2 U' D2 R' F2 L2 U L2 U' D B2 U2 D F' B' L U' , F' R U' R' U U F2 Y B U' B' U U U F2 Y L' U' L F2 Y L U' L' F2 Y B U B' R U R' Y U F' U' F Y U R U R' Y U R U2 R' U' R U R' Y U R U' R' U' F' U F Y U2 Y2 U' L' U L U F U' F' Y Y U' L' U L U F U' F' Y Y Y U2 Y2 U' L' U L U F U' F' Y Y Y Y U2 Y2 U' L' U L U F U' F' Y U F R U R' U' F' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U U R U' L' U R' U' L U R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U 
L2 R2 D2 L' B2 R2 F' U2 L B2 L2 R2 B' L' F2 D F' U L R , R U R' F2 Y U U F2 Y R U R' F2 Y F R U' R' F' U U F2 Y U' F' U' F Y B' U2 B F' U' F Y F' U' F Y R U R' U' R U R' Y Y U R U' R' U' F' U F Y U Y' U' L' U L U F U' F' Y U R U' R' U' F' U F Y U2 Y2 U R U' R' U' F' U F Y Y Y U Y' U' L' U L U F U' F' Y Y Y Y U R U' R' U' F' U F Y R U R' U R U2 R' Y' R U R' U R U2 R' Y' R U R' U R U2 R' Y' U U U R U' L' U R' U' L U R U' L' U R' U' L R' D' R D R' D' R D U R' D' R D R' D' R D U R' D' R D R' D' R D U U U U 
