Scramble (State),Solution
L2 R2 B' F2 U2 B2 U2 F2 U2 L2 U' D2 F2 U2 F2 D2 F B2 D2 R , F2 F2 Y F U' F' U F2 Y F' U F U U U F2 Y F2 Y L' U' L B' U' B U U U' R U2 R' U F' U' F Y B' U' B U F' U F U R U' R' Y U U' R U2 R' U' R U2 R' Y U2 U F' U' F U' F' U' F Y Y Y Y L' B' L U' R' U R L' B L U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y R' U2 R U2 R' F R U R' U' R' F' R2 U' 
D2 U2 B' D' B2 R2 U2 D' B2 L2 R' U' F' D F2 D' F' B2 R' D , B U' B' U U U F2 Y B' U B U F2 Y U F2 Y F2 Y U' U2 R U R' U R U' R' Y B' U2 B U F' U F U' F' U' F Y U2 R U' R' U Y' U R' U' R Y Y U' U2 R U R' U R U' R' Y Y Y Y R B R' L U L' U' R B' R' U Y Y Y Y U Y Y Y R U R' Y' R2 Y' D' R U' R' U R' Y D R2 
B2 D2 F' B2 U D2 B2 U2 L2 R' D2 R2 D2 L2 D2 B L F2 U L2 , F2 Y B U' B' U U U F2 Y B' U B U F2 Y R' U R F2 Y B' U2 B U F' U' F Y U' F U F' Y' Y U' R U R' U' R U2 R' Y U' F' U F U R U' R' Y R U R' U' U F' U F U F' U2 F Y X' U' R U' R2 F X R U R' U' R B2 U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y R2 Y' D' R U' R U R' Y D R2 Y R U' R' 
R F U2 F' U2 B R2 U2 D2 L' U' B2 D F2 U2 F2 L R' U' F2 , F2 Y U U U F2 Y L F U' F' L' U F2 Y U U U F2 Y U F' U F U R U' R' Y U' U' R U2 R' U F' U' F Y U U' R U R' U' R U2 R' Y U2 U F' U' F Y U' F U F' Y' Y Y Y R' Y U' L Y' U R U' R' F' R U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y L U2 L' U2 L F' L' U' L U L F L2 U 
R2 F L2 B2 L B' L2 D L F U' L2 F2 U' F2 U' F2 B L2 U2 , R U R' F2 Y U U U F2 Y U U F2 Y U U F2 Y L' U' L U' R U' R' U R U R' Y B' U B U2 R U R' Y B U B' U U U U' R U R' U' R U2 R' Y U R U R' U' R U R' U' R U R' Y Y Y M U X R' U2 X' R U L' U L M' U Y Y Y Y U Y Y Y R' U L' U2 R U' R' U2 R L U' 
D2 L D R' U2 L B' U L2 D' B' U' B R2 D2 B D2 F' B' D2 , R U R' F2 Y B' U B U F2 Y R' F' U F R U U U F2 Y U U U F2 Y R U' R' U' R U2 R' U F' U' F Y B' U2 B B U B' U U U R U R' Y B U B' U' R U R' U R U R' Y U2 U' F' U2 F U' F' U F Y Y R' F R' F' R2 U2 X' U' R U R' X U Y Y L U2 L' U2 L F' L' U' L U L F L2 U 
D2 L2 D2 R' F2 U' D2 L F' R U2 L' F2 B L R2 D' B2 L' F2 , B R' U R F2 Y R' F' U F R U U U F2 Y U U U F2 Y R' F' U F R U U U F2 Y L' U' L U F' U2 F U F' U2 F Y B U B' U U U U F' U' F U' F' U' F Y U' B U B' U U U U' R U R' U' R U2 R' Y U' U' R U' R' U' R U2 R' Y Y Y Y R' F R U R' U' Y L' Y' U R U Y Y Y Y U Y Y Y Y R' U L' U2 R U' R' U2 R L U' 
D2 R' L F2 L B2 R L2 U2 L U B L2 D' R' F2 D L' U' L2 , L U' L' F2 Y R U R' F2 Y U U F2 Y F U' F' U F2 Y B U B' L' U' L U U' R U2 R' U' R U2 R' Y U' R U' R' U' R U2 R' Y U2 U F' U' F Y U' F U F' Y' Y U2 R U' R' U' F' U F Y Y U' R' U2 R U R' U R2 Y R U R' U' F' U Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
R' D2 L F2 U2 F' R2 F' B D' F' R' D' B' U' D R' F2 R D2 , B L U' L' B' F2 Y R U R' F2 Y B' U B U F2 Y F' U F U U U F2 Y U R U' R' Y' U R' U R Y Y R U R' U' U F' U' F U F' U2 F Y U U F' U F U' F' U' F Y U F' U' F Y Y Y Y F R U R' U' R U R' U' F' U Y Y Y Y U Y Y Y Y X' R U' R D2 R' U R D2 R2 X 
U B' F' U' F2 B2 R' L2 U2 F2 B' D2 R2 U L2 D' F2 R' B2 D , R U R' F2 Y L F U' F' L' U F2 Y R F' U F U U U F2 Y F' R U' R' U U F2 Y U R U' R' Y' U R' U R Y Y B' U2 B U' R U' R' U' R U2 R' Y U F' U' F U' F' U' F Y U U F' U F U F' U2 F Y Y L F' L' F U2 L2 Y' L F L' F U Y R2 Y D R' U R' U' R Y' D' R2 Y' R' U R 
U2 D F2 B R' L' F2 R2 F' R L F2 U R U B R U' R D , R F' U F U U U F2 Y L' U' L F2 Y U F2 Y B L U' L' B' F2 Y U U' R U' R' U' R U2 R' Y B' U2 B F' U F U' Y U' F U F' Y' Y U' U' R U R' Y' U R' U' R Y Y R U' R' U' F' U F Y F R U R' U' R U R' U' F' U Y Y Y Y U Y Y Y R U R' U' R' F R2 U' R' U' R U R' F' 
B' D2 L' U2 B' D2 F B2 U' L R' D2 B' R2 L B' R2 U D2 R' , F R U' R' F' U U F2 Y U U U F2 Y F' U F U U U F2 Y U U F2 Y U R U R' U' U' R U R' U' R U R' Y U F' U F U R U' R' Y R U R' U' R U' R' U Y' U R' U' R Y Y U' U' R U R' U R U R' Y R2 D R' U2 R D' R' U2 R' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y R2 Y' D' R U' R U R' Y D R2 Y R U' R' 
L2 F' D2 U2 B U' R' L U2 F B2 L' D L2 D2 U2 F2 L2 B2 R' , F R U' R' F' U U F2 Y B U' B' U U U F2 Y B' U B U F2 Y F R U' R' F' U U F2 Y B' U2 B U R U' R' Y U B' U' B U U U' R U2 R' U F' U' F Y U' U2 F' U' F U' F' U F Y U' F' U' F Y Y L U L' U L U' L' U' Y2 R' F R F' U Y R U R' U' R' F R2 U' R' U' R U R' F' 
D2 F2 R B' U' F R2 F2 L2 B2 L' R2 U' F2 D2 R D2 B2 D' U2 , L' F U' F' U F2 Y F' U F U U U F2 Y U U U F2 Y F' R U' R' U U F2 Y R U' R' Y' U R' U R Y Y U U R U' R' Y U2 U' R U R' U R U R' Y U U' R U2 R' U F' U' F Y R' U' R Y' X' R U' R' F R U R' X U Y Y Y Y U Y Y Y Y U Y Y Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
F2 R L2 D2 L' R D2 B F2 D U R2 F B2 D' U2 F2 R' L' F2 , L U' L' F2 Y B L U' L' B' F2 Y R' U R F2 Y L F U' F' L' U F2 Y U' B U B' U U U R U R' Y U Y' R' U' R U2 R' U' R U R' U' R Y Y U' U' R U R' U' R U2 R' Y F' U F U' Y U' F U F' Y' Y Y Y R' F R F' U2 R2 Y R' F' R F' U Y Y Y Y U Y Y Y R U' R U R U R U' R' U' R2 
R F' B R' D2 R2 L' U2 B2 U F L2 D' L2 D2 F2 L2 B2 U' B' , F2 F2 Y L F U' F' L' U F2 Y R' U R F2 Y L U' L' F2 Y B' U2 B B' U' B U U R U2 R' U' R U R' Y U2 B U B' U U U U2 F' U' F U' F' U F Y U' B U B' U U U U2 F' U' F U' F' U F Y U U F' U' F U' F' U' F Y Y R' U' Y L' U L' Y' L F L' F R U Y Y R2 Y' D' R U' R U R' Y D R2 Y R U' R' 
L2 F2 L' U2 B' R U R2 U2 R2 U' F2 D2 U B U D F U2 L2 , R' U R F2 Y R U R' F2 Y F2 Y F' U F U U U F2 Y L' U' L U F' U' F U F' U2 F Y U' U2 R U R' U R U' R' Y B U B' U F' U' F U' F' U' F Y R U R' U' R U R' Y Y Y Y F R U R' U' F' U Y Y Y Y U Y Y Y Y U Y Y Y Y R U R' F' R U R' U' R' F R2 U' R' U' 
R2 U' F R2 U2 R' U L F2 L' R2 U F' U' B2 U R2 L2 D' U2 , L2 U U U F2 Y B U' B' U U U F2 Y F2 Y B' U B U F2 Y L' U' L U F' U' F Y U2 U F' U' F Y U' F U F' Y' Y U' U' R U' R' U' R U2 R' Y R U' R' U F' U F U' F' U' F Y Y Y Y R' F' L' F R F' L F U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y M2 U M2 U2 M2 U M2 U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y M2 U M2 U2 M2 U M2 
R' D2 L2 D R' U2 F' U' B' F2 U2 F2 B2 U2 B U' F2 B' U' B , L2 U U U F2 Y B2 U U F2 Y L' U' L F2 Y U F2 Y R U' R' U R U' R' Y U' R U2 R' U' R U2 R' Y U' U F' U2 F U' R U R' Y R U R' U' R U' R' U Y' U R' U' R Y Y Y R' U' Y L' U L' Y' L F L' F R U Y Y Y Y U Y Y Y Y U Y Y Y R U R' Y' R2 Y' D' R U' R' U R' Y D R2 
U D2 L U B D2 B' R2 U' L B L2 U' D2 F D2 U L' U2 B2 , B' U B U F2 Y L F U' F' L' U F2 Y F U' F' U F2 Y R U R' F2 Y R U' R' B' U' B U U Y' R' U' R U2 R' U' R U R' U' R Y Y U2 U2 F' U' F U' F' U F Y B U B' U' R U R' U' R U2 R' Y U2 U F' U' F Y U' F U F' Y' Y Y R' U2 F R U R' U' Y' R2 U2 X' R U X U Y Y R' U L' U2 R U' R' U2 R L U' 
U2 D2 F2 D' U' L U2 F' D' F2 B2 D2 U2 B' L2 D F B2 U2 B' , U U F2 Y U U F2 Y U F2 Y U U U F2 Y B U' B' U B' U' B U U R U2 R' U' R U R' Y R U R' U' R U R' Y B U B' U' R U' R' U R U R' Y U R U' R' Y' U R' U R Y Y Y R' F R U R' U' Y L' Y' U R U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y R U R' U' R' F R2 U' R' U' R U R' F' 
L' R2 F2 L U D' F' L' U2 D2 R' D2 F' L' B2 L F2 L2 F L2 , F R U' R' F' U U F2 Y R' U R F2 Y U U U F2 Y L F U' F' L' U F2 Y R U R' U' U F' U2 F U F' U2 F Y R U R' U' R U' R' U Y' U R' U' R Y Y U B U B' U U U R U R' Y U' R U R' Y Y R' F R U R' F' R Y L U' L' U Y Y Y Y U Y Y Y Y U Y Y R U R' U' R' F R2 U' R' U' R U R' F' 
R2 B2 U2 R2 L2 D F D2 L2 B F' L2 R2 F R' F B2 R B2 R , L2 U U U F2 Y R2 U F2 Y F' R U' R' U U F2 Y F2 F2 Y B' U B U2 L' U' L U U' R U R' U R U R' Y U F' U2 F U' R U R' Y B U B' U' R U2 R' U' R U2 R' Y U' U2 F' U' F U' F' U F Y L' U R U' L U R' U Y Y Y Y U Y Y Y Y R' U L' U2 R U' R' U2 R L U' 
D2 B' D2 R L D' F2 U2 B2 L F' D2 B2 U2 B2 F L B R2 L , L' F U' F' U F2 Y F2 Y F' R U' R' U U F2 Y F U' F' U F2 Y U R U R' U' R U R' U' R U R' Y U' B' U' B U U R U2 R' U' R U R' Y U U' F' U2 F U' F' U F Y U2 F' U F U' Y U' F U F' Y' Y U2 X R' L2 U L' U L U2 L' U M U Y Y Y Y U Y Y Y Y U Y Y Y Y R' U L' U2 R U' R' U2 R L U' 
B U2 B2 F2 D2 B2 U B R2 F' R2 F R' B2 D2 U2 B F R2 D' , F2 F2 Y F2 Y B U' B' U U U F2 Y F R U' R' F' U U F2 Y U F' U F U' F' U' F Y U R U' R' U Y' U R' U' R Y Y U B U B' U U U U F' U' F U' F' U' F Y U2 R U' R' Y' U R' U R Y Y Y Y R' U2 R U R' U R U Y Y Y Y U Y Y Y Y U Y R U R' Y' R2 Y' D' R U' R' U R' Y D R2 
B2 U2 L2 F' U2 B2 D R L2 B2 F2 U2 D' L R U2 B2 U2 D' F2 , F' U F U U U F2 Y F2 F2 Y L F U' F' L' U F2 Y F2 Y B' U2 B B U B' U U U R U R' Y U' R U R' Y U F' U F U' Y U' F U F' Y' Y U' F' U' F Y Y R' F R U R' U' Y L' Y' U R U Y Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
L B U2 R' D L U2 B2 U2 B2 U2 L2 D2 B2 L' F2 U' R2 U2 D2 , R' U R F2 Y F2 F2 Y F R U' R' F' U U F2 Y R' F' U F R U U U F2 Y U U' R U2 R' U' R U2 R' Y B' U B U2 U' R U' R' U R U R' Y B U B' U' R U2 R' U F' U' F Y U2 R U R' U' R U R' U' R U R' Y Y Y Y U2 X L R2 U' R U' R' U2 R U' M U Y Y Y Y U Y Y Y Y U Y Y Y Y X' R U' R D2 R' U R D2 R2 X 
L B' R' B2 L2 D2 L2 B2 R2 F U L2 R B2 R2 L2 U D2 B' U2 , L' U' L F2 Y B U' B' U U U F2 Y U F2 Y F' U F U U U F2 Y B U' B' U B U B' U U U U' R U R' U' R U2 R' Y B U B' B U B' U U U R U R' Y U U' R U2 R' U F' U' F Y U2 F' U' F Y R2 D R' U2 R D' R' U2 R' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y R U' R U R U R U' R' U' R2 
D2 F' B2 R' D' B L2 F2 R D2 R F L2 B2 D B2 U2 F U R2 , F' U F U U U F2 Y F R U' R' F' U U F2 Y F U' F' U F2 Y F' R U' R' U U F2 Y B' U2 B F' U' F Y U R U R' U' R U R' U' R U R' Y U R U R' U' U' R U R' U' R U R' Y R U R' U' R U' R' U Y' U R' U' R Y Y Y Y Y R U X' R U' R' U X U' R' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y L U2 L' U2 L F' L' U' L U L F L2 U 
U' R' F R2 B R U' D R' L2 B R2 B D F2 L2 R2 U' L D2 , F' U F U U U F2 Y F2 Y U F2 Y U U F2 Y U' U' R U R' U' R U2 R' Y B U' B' U F' U' F Y U R U' R' U' F' U F Y U2 U' R U' R' U' R U2 R' Y Y Y Y R' F R F' U2 R' F R Y' R2 U2 R U Y Y Y Y R U R' F' R U R' U' R' F R2 U' R' U' 
D2 B2 L2 F R U2 D' L2 F B2 R2 F2 B2 D2 L U2 L2 U' R2 L , B L U' L' B' F2 Y B2 U U F2 Y R' F' U F R U U U F2 Y L' U' L F2 Y R U' R' U F' U F U' F' U' F Y U B' U' B U U Y' R' U' R U2 R' U' R U R' U' R Y Y U' R U' R' Y' U R' U R Y Y U2 R U' R' Y' U R' U R Y Y Y R' U' R Y' X' R U' R' F R U R' X U Y Y Y Y U Y Y Y R' U2 R U2 R' F R U R' U' R' F' R2 U' 
L U2 F2 L2 B' U D F' L2 B2 F2 R B F' D R2 U2 D' R B' , L2 U U U F2 Y U U F2 Y F R U' R' F' U U F2 Y B' U B U F2 Y U2 F' U F U R U' R' Y B' U2 B U' R U' R' U' R U2 R' Y U2 U F' U' F Y U' F U F' Y' Y U R U' R' Y' U R' U R Y Y Y L' R U R' U' L R' F R F' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y M2 U M2 U M' U2 M2 U2 M' U2 
B2 F2 U2 R F' L U2 R2 B2 D2 L2 U2 F' U B' L2 D2 U B U' , U F2 Y B' U B U F2 Y R F' U F U U U F2 Y F' R U' R' U U F2 Y U2 U R U' R' Y B U B' B' U' B U U U' R U2 R' U F' U' F Y U' R U R' U' R U R' U' R U R' Y U' R U R' Y R' U2 X' R R U' R' U X R' U2 R U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y M2 U M2 U M' U2 M2 U2 M' U2 
B U R2 L' D2 L2 F2 L B2 F' D' B' L U B R2 U2 L R2 B , F2 Y R' U R F2 Y R U R' F2 Y F2 F2 Y R U' R' B U B' U U U U' R U R' U' R U2 R' Y U2 R U' R' U' F' U F Y Y' R' U' R U2 R' U' R U R' U' R Y Y U2 U' F' U2 F U' F' U F Y Y Y R' U2 F R U R' U' Y' R2 U2 X' R U X U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y M2 U M2 U2 M2 U M2 U Y Y Y Y U Y M2 U M2 U2 M2 U M2 
U' L U R L' U B' F2 R2 L2 U2 R' F2 L R B2 D2 L2 F2 L2 , F2 Y U U F2 Y R' F' U F R U U U F2 Y U U F2 Y U' R U' R' U R U R' Y B' U2 B U F' U F U' F' U' F Y B U' B' U B U B' U U U U' R U R' U' R U2 R' Y R U R' Y Y R' U2 F R U R' U' Y' R2 U2 X' R U X U Y Y Y Y U Y Y Y Y X R' U R' D2 R U' R' D2 R2 X' 
F2 L2 R' F2 L2 F' D L' R2 D U2 B2 F' R U2 F2 U2 R B2 D2 , B U' B' U U U F2 Y R' F' U F R U U U F2 Y B L U' L' B' F2 Y F U' F' U F2 Y R U R' U' U F' U' F Y U' F U F' Y' Y B U' B' U B' U' B U U Y' R' U' R U2 R' U' R U R' U' R Y Y U U2 R U R' U R U' R' Y F' U' F Y Y Y Y X' U' R U' R2 F X R U R' U' R B2 U Y F R U' R' U' R U R' F' R U R' U' R' F R F' 
F2 U2 F2 B R L2 F U F D2 B2 R2 U2 D2 L F' L D F2 R' , R U R' F2 Y B U' B' U U U F2 Y F' R U' R' U U F2 Y U U U F2 Y B' U2 B U F' U' F U' F' U' F Y U2 R U R' U' R U R' U' R U R' Y U' U2 F' U' F U' F' U F Y U' R U R' U' R U R' U' R U R' Y R U' Y R2 D R' U2 R D' R2 Y' U R' U Y Y Y Y U Y Y Y Y U Y M2 U M2 U2 M2 U M2 
B U F U2 B2 D F2 D2 R2 D' U2 F2 U L2 R B' L U2 L2 R2 , R' F' U F R U U U F2 Y B U' B' U U U F2 Y B L U' L' B' F2 Y L F U' F' L' U F2 Y R U R' U' B U B' U U U R U R' Y B' U2 B B' U' B U U R U2 R' U' R U R' Y B U B' U U U U R U2 R' U R U' R' Y U U' F' U2 F U' F' U F Y Y Y Y R' U2 X R' U R U' Y R' U' R' U R' F Z' U Y Y L U' R U2 L' U R' L U' R U2 L' U R' U 
R' F2 R B2 L B R2 B F' R2 B2 D2 U' B L2 B U' B' F' L , L F U' F' L' U F2 Y B R' U R F2 Y F R U' R' F' U U F2 Y R U R' F2 Y R U' R' F' U F U' Y U' F U F' Y' Y B U' B' U U' R U2 R' U F' U' F Y U' U F' U' F U F' U2 F Y R U' R' U' R U R' Y' U R' U' R Y Y Y Y R U R' U' R' F R F' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y R U R' Y' R2 Y' D' R U' R' U R' Y D R2 
U' R F2 U2 D' F B R B' R2 F D' U2 F R L U' B' L2 U2 , R' U R F2 Y L F U' F' L' U F2 Y U U U F2 Y L U' L' F2 Y U2 F' U2 F U F' U' F Y B U B' U F' U2 F U F' U2 F Y R U' R' U' F' U F Y R U' R' U' R U' R' U' R U2 R' Y Y F U R U' R' U R U' R' F' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y R U R' F' R U R' U' R' F R2 U' R' U' 
U2 R2 B F2 R2 D' R2 D' U2 L' U2 B D B L' D2 U2 L U' D2 , U U U F2 Y U U F2 Y R F' U F U U U F2 Y R' U R F2 Y B U' B' U B U B' U U U U F' U' F U' F' U' F Y U2 B' U' B U U U' R U2 R' U F' U' F Y U' R U' R' U R U R' Y U' U F' U' F U' F' U' F Y L' U R U' L U R' U Y Y Y Y U Y Y L U2 L' U2 L F' L' U' L U L F L2 U 
D R2 F D2 B' L' R' F2 R2 F2 R2 L2 U2 R D' B' L2 F' B2 R' , R F' U F U U U F2 Y U U F2 Y F' R U' R' U U F2 Y F U' F' U F2 Y B' U B U2 R U' R' U Y' U R' U' R Y Y U2 U F' U2 F U F' U2 F Y U2 B U B' U U U R U R' Y U2 U F' U2 F U' R U R' Y Y Y Y L' B' L R' U' R U L' B L U Y L U2 L' U2 L F' L' U' L U L F L2 U 
B' D R2 D2 U2 L' D' R' D2 U F R2 F' R2 B2 D2 B2 L2 R D , L' U' L F2 Y U U F2 Y F U' F' U F2 Y F R U' R' F' U U F2 Y U' U F' U' F U F' U2 F Y U' R U' R' U R U R' Y U2 F' U' F U' F' U F Y U F' U' F U' F' U' F Y Y F R U R' U' F' U Y Y Y Y U Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
U2 D2 R2 L' U2 D B2 F' R F2 D R' B' U2 R2 D2 B' F2 L D' , L F U' F' L' U F2 Y F' U F U U U F2 Y R' U R F2 Y R' U R F2 Y R U R' U' U F' U' F U F' U2 F Y B U B' B U B' U U U U' R U R' U' R U2 R' Y U R U R' Y U2 U' R U' R' U' R U2 R' Y Y Y F U R U' R' F' U Y Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
R2 D' L' D' U L' B' R' F2 B' L B L2 D2 B2 F2 L2 F B2 L , U U U F2 Y R2 U F2 Y R F' U F U U U F2 Y R' F' U F R U U U F2 Y U U' R U R' Y' U R' U' R Y Y U' B' U' B U U R U' R' U Y' U R' U' R Y Y R U' R' U' R U R' U' R U2 R' Y U' U' R U' R' U' R U2 R' Y Y Y Y X' L' U2 R U R' U X L U Y Y Y Y F R U' R' U' R U R' F' R U R' U' R' F R F' 
L U B R' L' D U' R' B R' L2 D U F B L' D2 U2 R2 U2 , R' F' U F R U U U F2 Y R F' U F U U U F2 Y F R U' R' F' U U F2 Y U U F2 Y U B U B' U U U U F' U' F U' F' U' F Y B' U' B U U U R U' R' Y U' Y' R' U' R U2 R' U' R U R' U' R Y Y U2 U R U' R' Y Y Y U' R U2 R' U' R U' R2 Y' R' U' R U B U Y Y Y Y U Y Y Y Y U Y Y R2 U R U R' U' R' U' R' U R' 
B' D B' L B' U' L' U2 B' U L2 D2 R2 D2 F2 L' U2 B D2 L' , L' U' L F2 Y U F2 Y B' U B U F2 Y F' R U' R' U U F2 Y U U2 F' U' F U' F' U F Y U R U2 R' U' R U R' Y R U R' U' R U' R' U Y' U R' U' R Y Y U2 U F' U F U' F' U' F Y Y R' Y U' L Y' U R U' R' F' R U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y M2 U M2 U2 M2 U M2 U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y M2 U M2 U2 M2 U M2 
L2 F' R2 B F' L U2 D2 B' L2 B' L2 F' R2 D2 B2 D2 F B2 R' , F2 Y U U F2 Y F2 F2 Y B' U B U F2 Y B U B' B' U' B U U Y' R' U' R U2 R' U' R U R' U' R Y Y B U B' U' R U R' U' R U2 R' Y B U B' B U B' U U U R U R' Y U' F' U2 F U F' U' F Y L F' L' F U2 L2 Y' L F L' F U Y Y Y Y U Y Y R U' R U R U R U' R' U' R2 
D2 U L B' R B2 F D L' U2 L2 D' U2 L2 R U2 D2 F2 L' F , F2 Y U U U F2 Y L F U' F' L' U F2 Y L F U' F' L' U F2 Y B' U' B U U U R U' R' Y R U R' U' B' U' B U U U' R U2 R' U F' U' F Y B U B' F' U F U' Y U' F U F' Y' Y U' F' U2 F U' F' U F Y Y M' U' M U2 M' U' M U Y Y Y Y U Y L U2 L' U2 L F' L' U' L U L F L2 U 
R2 B2 F L2 D F U' L' D2 F2 B' U2 R2 F2 D L' R2 D2 L D' , B' U B U F2 Y L' U' L F2 Y L' U' L F2 Y U F2 Y U2 B U B' U U U U F' U' F U' F' U' F Y U2 U' R U' R' U R U R' Y U F' U F U' F' U' F Y U U' R U R' U R U R' Y Y L U L' U L U' L' U' Y2 R' F R F' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y R2 U R U R' U' R' U' R' U R' 
U' D2 B' F U2 B U2 D' B2 D2 U2 R' F U2 R2 D2 F2 L D R , B2 U U F2 Y F' R U' R' U U F2 Y F2 F2 Y U F2 Y R U' R' F' U' F Y R U R' U' R U R' U' R U R' Y U F' U F U R U' R' Y U' U F' U2 F U F' U2 F Y Y Y F R U R' U Y' R' U2 R' F R F' U Y Y Y Y U Y Y Y Y U Y Y Y Y U Y Y Y Y R' U2 R U2 R' F R U R' U' R' F' R2 U' 
U' F' L2 F2 L' D B R D2 U R' U2 L2 D2 F2 B2 D2 L' F2 D2 , F' R U' R' U U F2 Y R' U R F2 Y U U U F2 Y B L U' L' B' F2 Y L' U' L F' U' F Y U F' U F U' Y U' F U F' Y' Y Y' R' U' R U2 R' U' R U R' U' R Y Y U' R U' R' U' F' U F Y Y Y Y R' U2 X' R R U' R' U X R' U2 R U Y Y Y Y U Y Y Y Y R' U L' U2 R U' R' U2 R L U' 
U2 B2 U' B' D B2 D F D2 U R2 U2 B2 D' U' L2 D' B2 F' D2 , U U U F2 Y F2 F2 Y F2 Y F2 F2 Y U' F' U2 F U' F' U F Y B U B' U F' U2 F U' R U R' Y U2 R U R' Y U2 U' R U' R' U R U R' Y Y Y Y R B R' L U L' U' R B' R' U Y R' U' R Y R2 Y D R' U R U' R Y' D' R2 
L2 R F2 U2 F2 D2 U' L2 R2 B' D R' U2 L2 R2 U2 D2 F D2 U , F2 F2 Y L F U' F' L' U F2 Y F' R U' R' U U F2 Y F' R U' R' U U F2 Y U2 U' R U R' U R U R' Y B' U2 B U F' U2 F U F' U2 F Y U' U F' U F U' F' U' F Y U' U' R U2 R' U' R U2 R' Y Y L' B' L U' R' U R L' B L U Y Y Y Y U Y Y Y F R U' R' U' R U R' F' R U R' U' R' F R F' 
B2 R2 D2 U' B' F' L F D U B2 D2 L B2 L2 D2 R' L2 B U2 , R' U R F2 Y U U F2 Y F U' F' U F2 Y U U F2 Y U2 R U' R' U' F' U F Y U2 B U B' U U U U' R U R' U' R U2 R' Y U B U B' U U U U R U2 R' U R U' R' Y U2 R U' R' U' F' U F Y Y Y Y R' F R F' U2 R' F R Y' R2 U2 R U Y Y Y Y U Y Y Y Y U Y Y Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
U2 L2 D2 R' L2 D' B2 F2 L B2 L2 D' U2 B D2 F B U2 D' L2 , B U' B' U U U F2 Y B U' B' U U U F2 Y L' U' L F2 Y U U U F2 Y U' U' R U R' U R U R' Y U2 U' R U2 R' U' R U2 R' Y B U B' U U U R U R' Y R U R' U' R U R' Y Y Y R' F R F' U2 R2 Y R' F' R F' U Y Y Y Y U Y Y Y Y U Y Y Y R' U' R Y R2 Y D R' U R U' R Y' D' R2 
F' R L2 F2 L2 U2 D' F' R2 B2 F2 L2 F' R' L D2 F2 B L2 U , B2 U U F2 Y U F2 Y L U' L' F2 Y L' U' L F2 Y L' U L U' B' U' B U U U R U' R' Y B' U2 B U' R U R' Y' U R' U' R Y Y U2 U2 F' U' F U' F' U F Y R U R' U' U' R U R' U R U R' Y Y L' R U R' U' L R' F R F' U Y Y Y Y U Y Y Y Y U Y Y Y Y R' U2 R' Y U' R' F' R2 U' R' U R' F R U' F 
R' B2 U D2 F B2 D2 R2 F B' R' D2 L2 U2 B' U' D2 L' D2 F2 , F' R U' R' U U F2 Y F2 F2 Y F' R U' R' U U F2 Y R U R' F2 Y B' U2 B U F' U2 F U F' U2 F Y U' F' U' F Y U2 U' R U2 R' U F' U' F Y U R U2 R' U R U' R' Y R' F' L' F R F' L F U Y Y Y R U R' F' R U R' U' R' F R2 U' R' U' 
F2 R2 U2 L2 U2 L' U' L' U2 B' D' F' L2 F B2 R' L2 B2 F' R2 , U U U F2 Y F R U' R' F' U U F2 Y U F2 Y R' F' U F R U U U F2 Y U2 B' U' B U U U' R U2 R' U F' U' F Y B U B' B U B' U U U U F' U' F U' F' U' F Y B U B' U' R U2 R' U F' U' F Y U2 U F' U' F U' F' U' F Y Y L F' L' F U2 L2 Y' L F L' F U Y Y Y Y U Y Y Y F R U' R' U' R U R' F' R U R' U' R' F R F' 
B' U' D' B F R U L' B' U2 R2 B' L2 U2 B' R L2 D R2 B2 , B R' U R F2 Y R2 U F2 Y F2 Y F R U' R' F' U U F2 Y U2 U F' U F U' F' U' F Y U' U' F' U2 F U' F' U F Y U' U' R U2 R' U' R U2 R' Y R U R' U' U' R U R' U R U R' Y Y Y Y Y M U X R' U2 X' R U L' U L M' U Y Y Y Y U Y Y L U' R U2 L' U R' L U' R U2 L' U R' U 
